all_nodes	bindingprot_layer	cov_layer	deg_layer	gene_symbol	log2FoldChange	Matching.Attribute	name	node_source	padj	ppi_layer	selected	shared name	tf_layer
protein	NA	NA	NA	SRMS		Q9H3Y6	Q9H3Y6	viralprotein		protein	FALSE	Q9H3Y6	NA
protein	NA	NA	NA	APEX1		P27695	P27695	viralmirna;viralprotein		protein	FALSE	P27695	NA
protein	NA	NA	NA	CTNNB1	-0.348978205	P35222	P35222	viralmirna;viralprotein	1	protein	FALSE	P35222	NA
protein	NA	NA	NA	ANAPC4		Q9UJX5	Q9UJX5	viralmirna;viralprotein		protein	FALSE	Q9UJX5	NA
protein	NA	NA	NA	SOCS1		O15524	O15524	viralmirna;viralprotein		protein	FALSE	O15524	NA
protein	NA	NA	NA	SIRPA		P78324	P78324	viralprotein		protein	FALSE	P78324	NA
protein	NA	NA	NA	CDK2		P24941	P24941	viralmirna;viralprotein		protein	FALSE	P24941	NA
protein	NA	NA	NA	TGFA		P01135	P01135	viralmirna;viralprotein		protein	FALSE	P01135	NA
protein	NA	NA	NA	EGF		P01133	P01133	viralmirna;viralprotein		protein	FALSE	P01133	NA
protein	NA	NA	NA	PLCG1		P19174	P19174	viralmirna;viralprotein		protein	FALSE	P19174	NA
protein	NA	NA	NA	PIK3R2		O00459	O00459	viralmirna;viralprotein		protein	FALSE	O00459	NA
protein	NA	NA	NA	MAP2K1		Q02750	Q02750	viralmirna;viralprotein		protein	FALSE	Q02750	NA
protein	NA	NA	NA	CSF1	0.305416856	P09603	P09603	viralprotein	1	protein	FALSE	P09603	NA
protein	NA	NA	NA	CAMKK1		Q8N5S9	Q8N5S9	viralmirna;viralprotein		protein	FALSE	Q8N5S9	NA
protein	NA	NA	NA	CALM1	-0.571348385	P0DP23	P0DP23	viralprotein	1.58E-08	protein	FALSE	P0DP23	NA
protein	NA	NA	NA	ITGA1	0.613030606	P56199	P56199	viralmirna;viralprotein	0.743732616	protein	FALSE	P56199	NA
protein;tf	NA	NA	NA	NEUROD1		Q13562	Q13562	viralmirna;viralprotein		protein	FALSE	Q13562	tf
protein	NA	NA	NA	CDK4		P11802	P11802	viralmirna;viralprotein		protein	FALSE	P11802	NA
protein	NA	NA	NA	COL1A1		P02452	P02452	viralprotein		protein	FALSE	P02452	NA
protein	NA	NA	NA	FGF2		P09038	P09038	viralmirna;viralprotein		protein	FALSE	P09038	NA
protein	NA	NA	NA	PPP3CB		P16298	P16298	viralmirna;viralprotein		protein	FALSE	P16298	NA
protein	NA	NA	NA	DLL4		Q9NR61	Q9NR61	viralprotein		protein	FALSE	Q9NR61	NA
protein	NA	NA	NA	PIK3R3		Q92569	Q92569	viralmirna;viralprotein		protein	FALSE	Q92569	NA
protein	NA	NA	NA	RPS6KB1		P23443	P23443	viralmirna;viralprotein		protein	FALSE	P23443	NA
protein	NA	NA	NA	AKT1		P31749	P31749	viralmirna;viralprotein		protein	FALSE	P31749	NA
protein	NA	NA	NA	PDK1		Q15118	Q15118	viralmirna;viralprotein		protein	FALSE	Q15118	NA
protein	NA	NA	NA	YWHAB	-0.396978718	P31946	P31946	viralmirna;viralprotein	0.294502197	protein	FALSE	P31946	NA
protein	NA	NA	NA	TAOK2		Q9UL54	Q9UL54	viralprotein		protein	FALSE	Q9UL54	NA
protein	NA	NA	NA	HDAC5		Q9UQL6	Q9UQL6	viralmirna;viralprotein		protein	FALSE	Q9UQL6	NA
protein	NA	NA	NA	CSF2	0.263731661	P04141	P04141	viralmirna;viralprotein	0.245421649	protein	FALSE	P04141	NA
protein	NA	NA	NA	CTTN	-0.601609169	Q14247	Q14247	viralmirna;viralprotein	3.76E-04	protein	FALSE	Q14247	NA
protein	NA	NA	NA	PIK3CA		P42336	P42336	viralmirna;viralprotein		protein	FALSE	P42336	NA
protein;tf	NA	NA	NA	HIF1A	0.34848274	Q16665	Q16665	viralmirna;viralprotein	1	protein	FALSE	Q16665	tf
protein	NA	NA	NA	PRKAB1		Q9Y478	Q9Y478	viralmirna;viralprotein		protein	FALSE	Q9Y478	NA
protein	NA	NA	NA	PIM1		P11309	P11309	viralmirna;viralprotein		protein	FALSE	P11309	NA
protein	NA	NA	NA	TFDP1		Q14186	Q14186	viralmirna;viralprotein		protein	FALSE	Q14186	NA
bindingprot;protein	bindingprot	NA	NA	CCND3		P30281	P30281	viralmirna;viralprotein		protein	FALSE	P30281	NA
protein	NA	NA	NA	RAP1A		P62834	P62834	viralmirna;viralprotein		protein	FALSE	P62834	NA
protein	NA	NA	NA	BTRC		Q9Y297	Q9Y297	viralmirna;viralprotein		protein	FALSE	Q9Y297	NA
protein	NA	NA	NA	GRB14		Q14449	Q14449	viralprotein		protein	FALSE	Q14449	NA
protein	NA	NA	NA	KIT		P10721	P10721	viralmirna;viralprotein		protein	FALSE	P10721	NA
protein	NA	NA	NA	LCK		P06239	P06239	viralmirna;viralprotein		protein	FALSE	P06239	NA
protein	NA	NA	NA	PSEN1		P49768	P49768	viralmirna;viralprotein		protein	FALSE	P49768	NA
protein;tf	NA	NA	NA	EGR1	1.069359216	P18146	P18146	viralprotein	1.35E-08	NA;protein	FALSE	P18146	tf
bindingprot;protein	bindingprot	NA	NA	CCNE1		P24864	P24864	viralmirna;viralprotein		protein	FALSE	P24864	NA
protein	NA	NA	NA	TFDP2		Q14188	Q14188	viralmirna;viralprotein		protein	FALSE	Q14188	NA
protein	NA	NA	NA	E2F3		O00716	O00716	viralmirna;viralprotein		protein	FALSE	O00716	NA
protein	NA	NA	NA	IKBKB		O14920	O14920	viralmirna;viralprotein		protein	FALSE	O14920	NA
protein	NA	NA	NA	GRB2		P62993	P62993	viralmirna;viralprotein		protein	FALSE	P62993	NA
protein	NA	NA	NA	SKP1	-0.370618183	P63208	P63208	viralmirna;viralprotein	1	protein	FALSE	P63208	NA
protein	NA	NA	NA	BCAR1		P56945	P56945	viralmirna;viralprotein		protein	FALSE	P56945	NA
protein	NA	NA	NA	VDR		P11473	P11473	viralmirna;viralprotein		protein	FALSE	P11473	NA
protein	NA	NA	NA	ARHGAP1		Q07960	Q07960	viralmirna;viralprotein		protein	FALSE	Q07960	NA
protein	NA	NA	NA	MAPK3	-0.376470192	P27361	P27361	viralmirna;viralprotein	0.836466636	protein	FALSE	P27361	NA
protein	NA	NA	NA	BAD		Q92934	Q92934	viralmirna;viralprotein		protein	FALSE	Q92934	NA
protein	NA	NA	NA	APP	-0.620876954	P05067	P05067	viralmirna;viralprotein	1.73E-04	protein	FALSE	P05067	NA
protein	NA	NA	NA	MAP2K4		P45985	P45985	viralmirna;viralprotein		protein	FALSE	P45985	NA
protein	NA	NA	NA	MAP2K7		O14733	O14733	viralprotein		protein	FALSE	O14733	NA
protein	NA	NA	NA	PDGFB		P01127	P01127	viralmirna;viralprotein		protein	FALSE	P01127	NA
protein;tf	NA	NA	NA	RELA		Q04206	Q04206	viralmirna;viralprotein		protein	FALSE	Q04206	tf
protein	NA	NA	NA	EP300		Q09472	Q09472	viralmirna;viralprotein		protein	FALSE	Q09472	NA
protein	NA	NA	NA	PXN		P49023	P49023	viralmirna;viralprotein		protein	FALSE	P49023	NA
protein	NA	NA	NA	PRKCZ		Q05513	Q05513	viralmirna;viralprotein		protein	FALSE	Q05513	NA
protein	NA	NA	NA	PPP2CA		P67775	P67775	viralmirna;viralprotein		protein	FALSE	P67775	NA
protein	NA	NA	NA	FGFR2		P21802	P21802	viralmirna;viralprotein		protein	FALSE	P21802	NA
protein	NA	NA	NA	KITLG		P21583	P21583	viralmirna;viralprotein		protein	FALSE	P21583	NA
protein	NA	NA	NA	MYC		P01106	P01106	viralmirna;viralprotein		protein	FALSE	P01106	NA
protein	NA	NA	NA	NRAS		P01111	P01111	viralmirna;viralprotein		protein	FALSE	P01111	NA
protein	NA	NA	NA	EGFR	0.266624345	P00533	P00533	viralmirna;viralprotein	1	protein	FALSE	P00533	NA
protein	NA	NA	NA	SRF		P11831	P11831	viralmirna;viralprotein		protein	FALSE	P11831	NA
protein;deg	NA	NA	deg	TNF	0.687689347	P01375	P01375	viralmirna;viralprotein	8.56E-07	protein	FALSE	P01375	NA
protein	NA	NA	NA	CREBBP	0.469317384	Q92793	Q92793	viralmirna;viralprotein	0.086447613	protein	FALSE	Q92793	NA
protein	NA	NA	NA	MAPK14		Q16539	Q16539	viralmirna;viralprotein		protein	FALSE	Q16539	NA
protein	NA	NA	NA	SMAD2		Q15796	Q15796	viralmirna;viralprotein		protein	FALSE	Q15796	NA
protein	NA	NA	NA	NEDD4L	1.032991384	Q96PU5	Q96PU5	viralmirna;viralprotein	1.99E-07	protein	FALSE	Q96PU5	NA
protein	NA	NA	NA	CSNK1A1		P48729	P48729	viralmirna;viralprotein		protein	FALSE	P48729	NA
protein	NA	NA	NA	CCND2		P30279	P30279	viralmirna;viralprotein		protein	FALSE	P30279	NA
protein	NA	NA	NA	ELK1		P19419	P19419	viralmirna;viralprotein		protein	FALSE	P19419	NA
protein	NA	NA	NA	TP53		P04637	P04637	viralmirna;viralprotein		protein	FALSE	P04637	NA
protein	NA	NA	NA	SMAD3		P84022	P84022	viralmirna;viralprotein		protein	FALSE	P84022	NA
bindingprot;protein	bindingprot	NA	NA	STAT5B		P51692	P51692	viralmirna;viralprotein		protein	FALSE	P51692	NA
protein	NA	NA	NA	PTPN1		P18031	P18031	viralmirna;viralprotein		protein	FALSE	P18031	NA
protein	NA	NA	NA	DVL1		O14640	O14640	viralmirna;viralprotein		protein	FALSE	O14640	NA
bindingprot;protein;tf	bindingprot	NA	NA	STAT1	0.330361684	P42224	P42224	viralmirna;viralprotein	0.491787537	protein	FALSE	P42224	tf
protein	NA	NA	NA	CSNK2A1		P68400	P68400	viralmirna;viralprotein		protein	FALSE	P68400	NA
protein	NA	NA	NA	MAPK1		P28482	P28482	viralmirna;viralprotein		protein	FALSE	P28482	NA
protein	NA	NA	NA	RB1		P06400	P06400	viralmirna;viralprotein		protein	FALSE	P06400	NA
protein	NA	NA	NA	RAF1		P04049	P04049	viralmirna;viralprotein		protein	FALSE	P04049	NA
protein	NA	NA	NA	TGFB3		P10600	P10600	viralmirna;viralprotein		protein	FALSE	P10600	NA
protein	NA	NA	NA	PRKCA		P17252	P17252	viralmirna;viralprotein		protein	FALSE	P17252	NA
protein	NA	NA	NA	PARD6A		Q9NPB6	Q9NPB6	viralprotein		protein	FALSE	Q9NPB6	NA
protein	NA	NA	NA	CREB1		P16220	P16220	viralmirna;viralprotein		protein	FALSE	P16220	NA
protein	NA	NA	NA	MAPK12		P53778	P53778	viralmirna;viralprotein		protein	FALSE	P53778	NA
protein	NA	NA	NA	SRC		P12931	P12931	viralmirna;viralprotein		protein	FALSE	P12931	NA
protein	NA	NA	NA	GNG2		P59768	P59768	viralmirna;viralprotein		protein	FALSE	P59768	NA
protein	NA	NA	NA	NFYA		P23511	P23511	viralmirna;viralprotein		protein	FALSE	P23511	NA
protein	NA	NA	NA	CIITA		P33076	P33076	viralmirna;viralprotein		protein	FALSE	P33076	NA
protein	NA	NA	NA	BCL2L1	-0.253956748	Q07817	Q07817	viralmirna;viralprotein	1	protein	FALSE	Q07817	NA
protein	NA	NA	NA	PIK3R1	0.26149396	P27986	P27986	viralmirna;viralprotein	1	protein	FALSE	P27986	NA
protein	NA	NA	NA	ACTN1		P12814	P12814	viralprotein		protein	FALSE	P12814	NA
bindingprot	bindingprot	NA	NA	SPNS1		Q9H2V7	Q9H2V7	viralprotein		NA	FALSE	Q9H2V7	NA
bindingprot	bindingprot	NA	NA	SCAMP2		O15127	O15127	viralprotein		NA	FALSE	O15127	NA
bindingprot	bindingprot	NA	NA	EXTL3		O43909	O43909	viralprotein		NA	FALSE	O43909	NA
bindingprot	bindingprot	NA	NA	BNIP3L	-0.276682118	O60238	O60238	viralprotein	1	NA	FALSE	O60238	NA
bindingprot	bindingprot	NA	NA	TNFSF15	-0.31187794	O95150	O95150	viralmirna;viralprotein	1	NA	FALSE	O95150	NA
bindingprot	bindingprot	NA	NA	CTDNEP1		O95476	O95476	viralprotein		NA	FALSE	O95476	NA
bindingprot;protein	bindingprot	NA	NA	ERBB2		P04626	P04626	viralmirna;viralprotein		protein	FALSE	P04626	NA
bindingprot;protein;deg	bindingprot	NA	deg	AREG	-0.817853189	P15514	P15514	viralmirna;viralprotein	9.60E-04	protein	FALSE	P15514	NA
protein;deg	NA	NA	deg	FAS	0.629557174	P25445	P25445	viralmirna;viralprotein	6.32E-05	protein	FALSE	P25445	NA
bindingprot;protein	bindingprot	NA	NA	CTNNA1	-0.663624894	P35221	P35221	viralmirna;viralprotein	1.38E-08	protein	FALSE	P35221	NA
bindingprot	bindingprot	NA	NA	TMED10		P49755	P49755	viralprotein		NA	FALSE	P49755	NA
bindingprot	bindingprot	NA	NA	BCAP31	-0.565524579	P51572	P51572	viralprotein	1.43E-04	NA	FALSE	P51572	NA
bindingprot	bindingprot	NA	NA	ARFIP1		P53367	P53367	viralprotein		NA	FALSE	P53367	NA
bindingprot	bindingprot	NA	NA	CD81	-0.409761196	P60033	P60033	viralprotein	0.136228999	NA	FALSE	P60033	NA
bindingprot	bindingprot	NA	NA	EFNB1		P98172	P98172	viralprotein		NA;protein	FALSE	P98172	NA
bindingprot;protein	bindingprot	NA	NA	FKBP8	-0.415316892	Q14318	Q14318	viralprotein	0.566322147	protein	FALSE	Q14318	NA
bindingprot	bindingprot	NA	NA	XXYLT1		Q8NBI6	Q8NBI6	viralprotein		NA	FALSE	Q8NBI6	NA
bindingprot	bindingprot	NA	NA	ABHD5		Q8WTS1	Q8WTS1	viralprotein		NA	FALSE	Q8WTS1	NA
bindingprot	bindingprot	NA	NA	LPAR1		Q92633	Q92633	viralprotein		NA	FALSE	Q92633	NA
bindingprot	bindingprot	NA	NA	MUL1		Q969V5	Q969V5	viralprotein		NA	FALSE	Q969V5	NA
bindingprot;protein	bindingprot	NA	NA	PNPLA2	-0.505744614	Q96AD5	Q96AD5	viralprotein	0.005141087	protein	FALSE	Q96AD5	NA
bindingprot;protein	bindingprot	NA	NA	SORT1	-0.290033549	Q99523	Q99523	viralprotein	1	protein	FALSE	Q99523	NA
bindingprot	bindingprot	NA	NA	HTATIP2	-0.455704975	Q9BUP3	Q9BUP3	viralprotein	0.16855467	NA	FALSE	Q9BUP3	NA
bindingprot	bindingprot	NA	NA	PAQR5		Q9NXK6	Q9NXK6	viralprotein		NA	FALSE	Q9NXK6	NA
bindingprot	bindingprot	NA	NA	TIMELESS		Q9UNS1	Q9UNS1	viralprotein		NA	FALSE	Q9UNS1	NA
cov2	NA	cov2	NA	orf7b		P0DTD8	P0DTD8	viralprotein		NA	FALSE	P0DTD8	NA
bindingprot;protein	bindingprot	NA	NA	F2RL1		P55085	P55085	viralmirna;viralprotein		protein	FALSE	P55085	NA
bindingprot	bindingprot	NA	NA	SCAP		Q12770	Q12770	viralprotein		NA	FALSE	Q12770	NA
bindingprot;protein	bindingprot	NA	NA	ECSIT		Q9BQ95	Q9BQ95	viralprotein		protein	FALSE	Q9BQ95	NA
bindingprot	bindingprot	NA	NA	NDUFB9		Q9Y6M9	Q9Y6M9	viralprotein		NA	FALSE	Q9Y6M9	NA
bindingprot;protein	bindingprot	NA	NA	PCNA		P12004	P12004	viralmirna;viralprotein		protein	FALSE	P12004	NA
bindingprot;protein	bindingprot	NA	NA	LBR		Q14739	Q14739	viralprotein		protein	FALSE	Q14739	NA
protein	NA	NA	NA	CDK1		P06493	P06493	viralmirna;viralprotein		protein	FALSE	P06493	NA
protein	NA	NA	NA	PARP1		P09874	P09874	viralmirna;viralprotein		protein	FALSE	P09874	NA
bindingprot	bindingprot	NA	NA	RUVBL1		Q9Y265	Q9Y265	viralprotein		NA	FALSE	Q9Y265	NA
cov2	NA	cov2	NA	orf14		P0DTD3	P0DTD3	viralprotein		NA	FALSE	P0DTD3	NA
bindingprot	bindingprot	NA	NA	STING1		Q86WV6	Q86WV6	viralprotein		NA	FALSE	Q86WV6	NA
bindingprot;protein	bindingprot	NA	NA	DDX58	0.339091487	O95786	O95786	viralprotein	1	protein	FALSE	O95786	NA
protein	NA	NA	NA	MAVS		Q7Z434	Q7Z434	viralmirna;viralprotein		protein	FALSE	Q7Z434	NA
bindingprot	bindingprot	NA	NA	SLC9A3R1		O14745	O14745	viralprotein		NA	FALSE	O14745	NA
bindingprot	bindingprot	NA	NA	MARK3	0.256904085	P27448	P27448	viralprotein	1	NA	FALSE	P27448	NA
protein	NA	NA	NA	MARK2		Q7KZI7	Q7KZI7	viralmirna;viralprotein		protein	FALSE	Q7KZI7	NA
bindingprot	bindingprot	NA	NA	MARK1	0.399049187	Q9P0L2	Q9P0L2	viralprotein	0.356086503	NA	FALSE	Q9P0L2	NA
bindingprot;protein	bindingprot	NA	NA	RAP1B		P61224	P61224	viralmirna;viralprotein		protein	FALSE	P61224	NA
bindingprot;protein	bindingprot	NA	NA	MARCKS		P29966	P29966	viralprotein		protein	FALSE	P29966	NA
bindingprot;protein	bindingprot	NA	NA	CALM1	-0.571348385	P0DP25	P0DP25	viralprotein	1.58E-08	protein	FALSE	P0DP25	NA
cov2	NA	cov2	NA	orf9b		P0DTD2	P0DTD2	viralprotein		NA	FALSE	P0DTD2	NA
protein	NA	NA	NA	ARF6		P62330	P62330	viralmirna;viralprotein		protein	FALSE	P62330	NA
bindingprot;protein	bindingprot	NA	NA	RNF41		Q9H4P4	Q9H4P4	viralprotein		protein	FALSE	Q9H4P4	NA
bindingprot;protein	bindingprot	NA	NA	ARHGEF2		Q92974	Q92974	viralprotein		protein	FALSE	Q92974	NA
bindingprot	bindingprot	NA	NA	PRKRA		O75569	O75569	viralprotein		NA	FALSE	O75569	NA
bindingprot	bindingprot	NA	NA	EBNA1BP2		Q99848	Q99848	viralprotein		NA	FALSE	Q99848	NA
bindingprot	bindingprot	NA	NA	NOP2		P46087	P46087	viralprotein		NA	FALSE	P46087	NA
bindingprot	bindingprot	NA	NA	PAK1IP1		Q9NWT1	Q9NWT1	viralprotein		NA	FALSE	Q9NWT1	NA
cov2	NA	cov2	NA	nsp15		P0DTD1-PRO_0000449632	P0DTD1-PRO_0000449632	viralprotein		NA	FALSE	P0DTD1-PRO_0000449632	NA
bindingprot	bindingprot	NA	NA	FASN		P49327	P49327	viralprotein		NA	FALSE	P49327	NA
bindingprot;protein	bindingprot	NA	NA	CRKL		P46109	P46109	viralmirna;viralprotein		protein	FALSE	P46109	NA
cov2	NA	cov2	NA	nsp14		P0DTD1-PRO_0000449631	P0DTD1-PRO_0000449631	viralprotein		NA	FALSE	P0DTD1-PRO_0000449631	NA
bindingprot	bindingprot	NA	NA	RNF8		O76064	O76064	viralprotein		NA	FALSE	O76064	NA
bindingprot	bindingprot	NA	NA	TBKBP1		A7MCY6	A7MCY6	viralprotein		NA	FALSE	A7MCY6	NA
bindingprot	bindingprot	NA	NA	HSBP1	-0.366395142	O75506	O75506	viralprotein	1	NA	FALSE	O75506	NA
bindingprot	bindingprot	NA	NA	FGFR1OP		O95684	O95684	viralprotein		NA	FALSE	O95684	NA
bindingprot;protein	bindingprot	NA	NA	PRKAR2A		P13861	P13861	viralprotein		protein	FALSE	P13861	NA
protein	NA	NA	NA	PRKAR2B		P31323	P31323	viralmirna;viralprotein		protein	FALSE	P31323	NA
bindingprot	bindingprot	NA	NA	RDX		P35241	P35241	viralprotein		NA	FALSE	P35241	NA
bindingprot	bindingprot	NA	NA	TLE1		Q04724	Q04724	viralprotein		NA	FALSE	Q04724	NA
bindingprot	bindingprot	NA	NA	TLE5		Q08117	Q08117	viralprotein		NA	FALSE	Q08117	NA
bindingprot	bindingprot	NA	NA	GRIPAP1		Q4V328	Q4V328	viralprotein		NA	FALSE	Q4V328	NA
bindingprot	bindingprot	NA	NA	PDE4DIP		Q5VU43	Q5VU43	viralprotein		NA	FALSE	Q5VU43	NA
bindingprot;protein	bindingprot	NA	NA	ERC1	0.275006831	Q8IUD2	Q8IUD2	viralmirna;viralprotein	1	protein	FALSE	Q8IUD2	NA
bindingprot	bindingprot	NA	NA	NIN		Q8N4C6	Q8N4C6	viralprotein		NA	FALSE	Q8N4C6	NA
bindingprot	bindingprot	NA	NA	CDK5RAP2		Q96SN8	Q96SN8	viralprotein		NA	FALSE	Q96SN8	NA
protein	NA	NA	NA	TBK1		Q9UHD2	Q9UHD2	viralmirna;viralprotein		protein	FALSE	Q9UHD2	NA
bindingprot	bindingprot	NA	NA	HOOK1		Q9UJC3	Q9UJC3	viralprotein		NA	FALSE	Q9UJC3	NA
bindingprot;protein	bindingprot	NA	NA	PRKACA		P17612	P17612	viralmirna;viralprotein		protein	FALSE	P17612	NA
bindingprot	bindingprot	NA	NA	PPM1B		O75688	O75688	viralprotein		NA	FALSE	O75688	NA
cov2	NA	cov2	NA	nsp13		P0DTD1-PRO_0000449630	P0DTD1-PRO_0000449630	viralprotein		NA	FALSE	P0DTD1-PRO_0000449630	NA
bindingprot	bindingprot	NA	NA	AKAP8		O43823	O43823	viralprotein		NA	FALSE	O43823	NA
protein	NA	NA	NA	RIPK1		Q13546	Q13546	viralmirna;viralprotein		protein	FALSE	Q13546	NA
bindingprot	bindingprot	NA	NA	CRTC3		Q6UUV7	Q6UUV7	viralprotein		NA	FALSE	Q6UUV7	NA
bindingprot	bindingprot	NA	NA	PSMA4		P25789	P25789	viralprotein		NA	FALSE	P25789	NA
cov2	NA	cov2	NA	nsp12		P0DTD1-PRO_0000449629	P0DTD1-PRO_0000449629	viralprotein		NA	FALSE	P0DTD1-PRO_0000449629	NA
bindingprot;protein	bindingprot	NA	NA	AP2A2		O94973	O94973	viralprotein		protein	FALSE	O94973	NA
bindingprot	bindingprot	NA	NA	GFER		P55789	P55789	viralprotein		NA	FALSE	P55789	NA
bindingprot	bindingprot	NA	NA	AP2M1		Q96CW1	Q96CW1	viralprotein		NA;protein	FALSE	Q96CW1	NA
bindingprot	bindingprot	NA	NA	GALK1		P51570	P51570	viralprotein		NA	FALSE	P51570	NA
bindingprot	bindingprot	NA	NA	KHSRP		Q92945	Q92945	viralprotein		NA	FALSE	Q92945	NA
bindingprot;protein	bindingprot	NA	NA	ZYX	-0.342969555	Q15942	Q15942	viralmirna;viralprotein	1	protein	FALSE	Q15942	NA
bindingprot	bindingprot	NA	NA	PCBP2		Q15366	Q15366	viralmirna;viralprotein		NA	FALSE	Q15366	NA
bindingprot	bindingprot	NA	NA	RBBP7		Q16576	Q16576	viralprotein		NA	FALSE	Q16576	NA
cov2	NA	cov2	NA	nsp10		P0DTD1-PRO_0000449628	P0DTD1-PRO_0000449628	viralprotein		NA	FALSE	P0DTD1-PRO_0000449628	NA
bindingprot;protein	bindingprot	NA	NA	STAT6	-0.309401183	P42226	P42226	viralmirna;viralprotein	0.534775247	protein	FALSE	P42226	NA
bindingprot	bindingprot	NA	NA	GTF2F2		P13984	P13984	viralprotein		NA	FALSE	P13984	NA
bindingprot	bindingprot	NA	NA	NUP214		P35658	P35658	viralprotein		NA	FALSE	P35658	NA
bindingprot	bindingprot	NA	NA	NUP62	0.259133251	P37198	P37198	viralprotein	1	NA	FALSE	P37198	NA
bindingprot	bindingprot	NA	NA	EIF4H		Q15056	Q15056	viralprotein		NA	FALSE	Q15056	NA
bindingprot	bindingprot	NA	NA	MIB1		Q86YT6	Q86YT6	viralprotein		NA	FALSE	Q86YT6	NA
bindingprot	bindingprot	NA	NA	NEK9		Q8TD19	Q8TD19	viralprotein		NA	FALSE	Q8TD19	NA
bindingprot	bindingprot	NA	NA	NUP88		Q99567	Q99567	viralprotein		NA	FALSE	Q99567	NA
cov2	NA	cov2	NA	nsp9		P0DTD1-PRO_0000449627	P0DTD1-PRO_0000449627	viralprotein		NA	FALSE	P0DTD1-PRO_0000449627	NA
bindingprot;protein	bindingprot	NA	NA	IFIH1	0.3456693	Q9BYX4	Q9BYX4	viralprotein	0.855711648	protein	FALSE	Q9BYX4	NA
bindingprot	bindingprot	NA	NA	PPP1CB	-0.308535838	P62140	P62140	viralprotein	1	NA	FALSE	P62140	NA
protein	NA	NA	NA	YWHAQ		P27348	P27348	viralmirna;viralprotein		protein	FALSE	P27348	NA
protein	NA	NA	NA	ENO1	-0.359168718	P06733	P06733	viralmirna	1	NA;protein	FALSE	P06733	NA
cov2	NA	cov2	NA	nsp8		P0DTD1-PRO_0000449626	P0DTD1-PRO_0000449626	viralprotein		NA	FALSE	P0DTD1-PRO_0000449626	NA
bindingprot	bindingprot	NA	NA	RALA		P11233	P11233	viralprotein		NA	FALSE	P11233	NA
bindingprot;protein	bindingprot	NA	NA	RHOA	-0.44608573	P61586	P61586	viralmirna;viralprotein	0.020438976	protein	FALSE	P61586	NA
bindingprot;protein	bindingprot	NA	NA	GNB1	-0.288559444	P62873	P62873	viralprotein	1	protein	FALSE	P62873	NA
bindingprot	bindingprot	NA	NA	GNG5	-0.497863338	P63218	P63218	viralprotein	0.105073151	NA	FALSE	P63218	NA
bindingprot	bindingprot	NA	NA	PTGES2		Q9H7Z7	Q9H7Z7	viralprotein		NA	FALSE	Q9H7Z7	NA
cov2	NA	cov2	NA	nsp7		P0DTD1-PRO_0000449625	P0DTD1-PRO_0000449625	viralprotein		NA	FALSE	P0DTD1-PRO_0000449625	NA
bindingprot	bindingprot	NA	NA	PEX2		P28328	P28328	viralmirna;viralprotein		NA	FALSE	P28328	NA
bindingprot	bindingprot	NA	NA	EBP	-0.268808463	Q15125	Q15125	viralprotein	1	NA	FALSE	Q15125	NA
bindingprot	bindingprot	NA	NA	UBIAD1		Q9Y5Z9	Q9Y5Z9	viralprotein		NA	FALSE	Q9Y5Z9	NA
cov2	NA	cov2	NA	nsp6		P0DTD1-PRO_0000449624	P0DTD1-PRO_0000449624	viralprotein		NA	FALSE	P0DTD1-PRO_0000449624	NA
bindingprot;protein	bindingprot	NA	NA	HDAC2		Q92769	Q92769	viralprotein		NA;protein	FALSE	Q92769	NA
cov2	NA	cov2	NA	nsp5		P0DTD1-PRO_0000449623	P0DTD1-PRO_0000449623	viralprotein		NA	FALSE	P0DTD1-PRO_0000449623	NA
bindingprot	bindingprot	NA	NA	IDE		P14735	P14735	viralmirna;viralprotein		NA	FALSE	P14735	NA
bindingprot	bindingprot	NA	NA	NUP210		Q8TEM1	Q8TEM1	viralprotein		NA	FALSE	Q8TEM1	NA
bindingprot	bindingprot	NA	NA	NKRF		O15226	O15226	viralprotein		NA	FALSE	O15226	NA
bindingprot	bindingprot	NA	NA	PRPF4B		Q13523	Q13523	viralprotein		NA	FALSE	Q13523	NA
bindingprot	bindingprot	NA	NA	MTDH		Q86UE4	Q86UE4	viralprotein		NA	FALSE	Q86UE4	NA
bindingprot	bindingprot	NA	NA	TOP1	0.591149007	P11387	P11387	viralprotein	4.25E-04	NA	FALSE	P11387	NA
bindingprot	bindingprot	NA	NA	PUF60		Q9UHX1	Q9UHX1	viralprotein		NA	FALSE	Q9UHX1	NA
cov2	NA	cov2	NA	nsp4		P0DTD1-PRO_0000449622	P0DTD1-PRO_0000449622	viralprotein		NA	FALSE	P0DTD1-PRO_0000449622	NA
bindingprot	bindingprot	NA	NA	ISG15		P05161	P05161	viralprotein		NA	FALSE	P05161	NA
bindingprot	bindingprot	NA	NA	PARP10		Q53GL7	Q53GL7	viralprotein		NA	FALSE	Q53GL7	NA
bindingprot	bindingprot	NA	NA	MYL12A	-0.750258243	P19105	P19105	viralprotein	2.87E-08	NA	FALSE	P19105	NA
bindingprot	bindingprot	NA	NA	FMR1		Q06787	Q06787	viralmirna;viralprotein		NA	FALSE	Q06787	NA
cov2	NA	cov2	NA	nsp3		P0DTD1-PRO_0000449621	P0DTD1-PRO_0000449621	viralprotein		NA	FALSE	P0DTD1-PRO_0000449621	NA
bindingprot	bindingprot	NA	NA	RAP1GDS1		P52306	P52306	viralprotein		NA	FALSE	P52306	NA
