Gene,pvalue,log2FoldChange,pct.1,pct.2,padj,comparison
USP34,0.00000,-0.28985,0.84600,0.78500,0.00000,ciliated_sars_vs_healthy
UTRN,0.00000,-0.28092,0.59500,0.57700,0.00000,ciliated_sars_vs_healthy
VAMP5,0.00000,0.85915,0.75600,0.36600,0.00000,ciliated_sars_vs_healthy
VAMP8,0.00000,0.92313,0.96000,0.90300,0.00000,ciliated_sars_vs_healthy
VAV3,0.00000,-0.33398,0.23500,0.34400,0.00000,ciliated_sars_vs_healthy
VDAC1,0.00000,0.53404,0.94400,0.81500,0.00000,ciliated_sars_vs_healthy
VGLL1,0.00000,0.37319,0.53900,0.12500,0.00000,ciliated_sars_vs_healthy
VMO1,0.00000,0.53285,0.94800,0.89300,0.00000,ciliated_sars_vs_healthy
VPS13A,0.00000,-0.30210,0.71900,0.68200,0.00001,ciliated_sars_vs_healthy
VPS29,0.00000,0.28920,0.88600,0.67700,0.00000,ciliated_sars_vs_healthy
VPS36,0.00012,-0.30937,0.72800,0.62500,1.00000,ciliated_sars_vs_healthy
VSIG2,0.00000,0.98682,0.91300,0.60800,0.00000,ciliated_sars_vs_healthy
VTI1B,0.00000,0.31709,0.79900,0.46900,0.00000,ciliated_sars_vs_healthy
WARS,0.00000,0.53917,0.74100,0.45400,0.00000,ciliated_sars_vs_healthy
WBP5,0.00000,0.31016,0.69900,0.33900,0.00000,ciliated_sars_vs_healthy
WDR26,0.00000,-0.28570,0.67000,0.62700,0.00000,ciliated_sars_vs_healthy
WDR83OS,0.00000,0.35405,0.88000,0.72500,0.00000,ciliated_sars_vs_healthy
WFDC2,0.00000,1.00580,0.99100,0.98500,0.00000,ciliated_sars_vs_healthy
WFDC3,0.00000,0.25614,0.43100,0.08700,0.00000,ciliated_sars_vs_healthy
WNK1,0.00000,-0.26049,0.74800,0.68500,0.00000,ciliated_sars_vs_healthy
WSB1,0.00000,-0.27444,0.84600,0.78900,0.00000,ciliated_sars_vs_healthy
XBP1,0.00000,0.80443,0.97000,0.89000,0.00000,ciliated_sars_vs_healthy
XIST,0.00000,-2.67511,0.07600,0.70800,0.00000,ciliated_sars_vs_healthy
YBX3,0.00000,-0.54334,0.89500,0.87700,0.00000,ciliated_sars_vs_healthy
YIF1A,0.00000,0.38291,0.82200,0.51300,0.00000,ciliated_sars_vs_healthy
ZBTB44,0.00000,-0.34210,0.64000,0.63100,0.00000,ciliated_sars_vs_healthy
ZC3H13,0.00000,-0.32267,0.75600,0.70300,0.00000,ciliated_sars_vs_healthy
ZC3H6,0.00000,-0.32990,0.49200,0.51500,0.00000,ciliated_sars_vs_healthy
ZCCHC11,0.00000,-0.33027,0.58600,0.59900,0.00000,ciliated_sars_vs_healthy
ZFAND5,0.00000,-0.29532,0.87300,0.85400,0.00000,ciliated_sars_vs_healthy
ZFP36,0.00000,-0.52305,0.67900,0.65500,0.00000,ciliated_sars_vs_healthy
ZFP36L1,0.00000,-0.99321,0.92400,0.92700,0.00000,ciliated_sars_vs_healthy
ZG16B,0.00000,0.87036,0.85100,0.47600,0.00000,ciliated_sars_vs_healthy
ZMYM2,0.00000,-0.26258,0.73400,0.69900,0.00000,ciliated_sars_vs_healthy
ZNF292,0.00000,-0.37814,0.77800,0.73500,0.00000,ciliated_sars_vs_healthy
ZNF326,0.00000,-0.35520,0.85900,0.80100,0.00000,ciliated_sars_vs_healthy
ZNF428,0.00000,0.31286,0.92300,0.79000,0.00000,ciliated_sars_vs_healthy
ZNF638,0.00000,-0.34351,0.79200,0.75500,0.00000,ciliated_sars_vs_healthy
ZNF644,0.00000,-0.28797,0.74700,0.68700,0.00000,ciliated_sars_vs_healthy
ZNF703,0.00000,-0.36224,0.45400,0.52400,0.00000,ciliated_sars_vs_healthy
ZNF91,0.00000,-0.38736,0.74400,0.71300,0.00000,ciliated_sars_vs_healthy
ZNHIT1,0.00000,0.39857,0.89400,0.70100,0.00000,ciliated_sars_vs_healthy
