from	to	source	database
FYN	CD79A	PhosphoNetworks	PhosphoNetworks
FYN	CD79A	PhosphoPoint	PhosphoPoint
FYN	CD79A	PhosphoSite_KEA	PhosphoSite_KEA
FYN	CD79A	PhosphoSite_MIMP	PhosphoSite_MIMP
FYN	CD79A	ProtMapper	ProtMapper
FYN	CD79A	Reactome_ProtMapper	Reactome_ProtMapper
FYN	CD79A	SIGNOR_ProtMapper	SIGNOR_ProtMapper
FYN	CD79A	Wang	Wang
FYN	CD79A	iPTMnet	iPTMnet
FYN	CD79A	phosphoELM	phosphoELM
FYN	CD79A	phosphoELM_KEA	phosphoELM_KEA
FYN	CD79A	phosphoELM_MIMP	phosphoELM_MIMP
FYN	FCGR2A	HPRD	HPRD
FYN	FCGR2A	HPRD-phos	HPRD-phos
FYN	FCGR2A	HPRD_KEA	HPRD_KEA
FYN	FCGR2A	HPRD_MIMP	HPRD_MIMP
FYN	FCGR2A	KEA	KEA
FYN	FCGR2A	MIMP	MIMP
FYN	FCGR2A	PhosphoNetworks	PhosphoNetworks
FYN	FCGR2A	PhosphoPoint	PhosphoPoint
FYN	FCGR2A	PhosphoSite_KEA	PhosphoSite_KEA
FYN	FCGR2A	PhosphoSite_MIMP	PhosphoSite_MIMP
FYN	FCGR2A	PhosphoSite_ProtMapper	PhosphoSite_ProtMapper
FYN	FCGR2A	PhosphoSite_noref	PhosphoSite_noref
FYN	FCGR2A	ProtMapper	ProtMapper
FYN	FCGR2A	Reactome_ProtMapper	Reactome_ProtMapper
FYN	FCGR2A	SIGNOR_ProtMapper	SIGNOR_ProtMapper
FYN	FCGR2A	iPTMnet	iPTMnet
FYN	FCGR2A	phosphoELM	phosphoELM
FYN	FCGR2A	phosphoELM_KEA	phosphoELM_KEA
FYN	FCGR2A	phosphoELM_MIMP	phosphoELM_MIMP
FYN	CD79B	HPRD	HPRD
FYN	CD79B	HPRD-phos	HPRD-phos
FYN	CD79B	HPRD_KEA	HPRD_KEA
FYN	CD79B	HPRD_MIMP	HPRD_MIMP
FYN	CD79B	KEA	KEA
FYN	CD79B	MIMP	MIMP
FYN	CD79B	PhosphoNetworks	PhosphoNetworks
FYN	CD79B	PhosphoPoint	PhosphoPoint
FYN	CD79B	PhosphoSite_KEA	PhosphoSite_KEA
FYN	CD79B	PhosphoSite_MIMP	PhosphoSite_MIMP
FYN	CD79B	ProtMapper	ProtMapper
FYN	CD79B	Reactome_ProtMapper	Reactome_ProtMapper
FYN	CD79B	SIGNOR_ProtMapper	SIGNOR_ProtMapper
FYN	CD79B	Wang	Wang
FYN	CD79B	iPTMnet	iPTMnet
FYN	CD79B	phosphoELM	phosphoELM
FYN	CD79B	phosphoELM_KEA	phosphoELM_KEA
FYN	CD79B	phosphoELM_MIMP	phosphoELM_MIMP
FYN	SLAMF1	HPRD	HPRD
FYN	SLAMF1	HPRD-phos	HPRD-phos
FYN	SLAMF1	HPRD_KEA	HPRD_KEA
FYN	SLAMF1	HPRD_MIMP	HPRD_MIMP
FYN	SLAMF1	KEA	KEA
FYN	SLAMF1	MIMP	MIMP
FYN	SLAMF1	PhosphoNetworks	PhosphoNetworks
FYN	SLAMF1	PhosphoPoint	PhosphoPoint
FYN	SLAMF1	PhosphoSite_KEA	PhosphoSite_KEA
FYN	SLAMF1	PhosphoSite_MIMP	PhosphoSite_MIMP
FYN	SLAMF1	PhosphoSite_ProtMapper	PhosphoSite_ProtMapper
FYN	SLAMF1	PhosphoSite_noref	PhosphoSite_noref
FYN	SLAMF1	ProtMapper	ProtMapper
FYN	SLAMF1	SIGNOR_ProtMapper	SIGNOR_ProtMapper
FYN	SLAMF1	Wang	Wang
FYN	SLAMF1	iPTMnet	iPTMnet
FYN	SLAMF1	phosphoELM	phosphoELM
FYN	SLAMF1	phosphoELM_KEA	phosphoELM_KEA
FYN	SLAMF1	phosphoELM_MIMP	phosphoELM_MIMP
FN1	ITGB5	ELM	ELM
FN1	ITGB5	Wang	Wang
PDGFA	FURIN	HPRD	HPRD
PDGFA	FURIN	HPRD-phos	HPRD-phos
IL2	AKT1	NCI-PID_ProtMapper	NCI-PID_ProtMapper
IL2	AKT1	ProtMapper	ProtMapper
IL2	AKT1	Wang	Wang
ERBB3	AKT1	ACSN	ACSN
ERBB3	AKT1	NCI-PID_ProtMapper	NCI-PID_ProtMapper
ERBB3	AKT1	ProtMapper	ProtMapper
ERBB3	AKT1	Wang	Wang
F2	AKT1	BEL-Large-Corpus_ProtMapper	BEL-Large-Corpus_ProtMapper
F2	AKT1	ProtMapper	ProtMapper
KITLG	AKT1	BEL-Large-Corpus_ProtMapper	BEL-Large-Corpus_ProtMapper
KITLG	AKT1	ProtMapper	ProtMapper
KITLG	AKT1	Wang	Wang
AGT	AKT1	ProtMapper	ProtMapper
AGT	AKT1	REACH_ProtMapper	REACH_ProtMapper
INS	AKT1	ProtMapper	ProtMapper
INS	AKT1	REACH_ProtMapper	REACH_ProtMapper
INS	AKT1	Sparser_ProtMapper	Sparser_ProtMapper
INS	AKT1	Wang	Wang
EGF	AKT1	ACSN	ACSN
EGF	AKT1	BEL-Large-Corpus_ProtMapper	BEL-Large-Corpus_ProtMapper
EGF	AKT1	ProtMapper	ProtMapper
EGF	AKT1	REACH_ProtMapper	REACH_ProtMapper
EGF	AKT1	Sparser_ProtMapper	Sparser_ProtMapper
HGF	AKT1	BEL-Large-Corpus_ProtMapper	BEL-Large-Corpus_ProtMapper
HGF	AKT1	ProtMapper	ProtMapper
NRG1	AKT1	ProtMapper	ProtMapper
NRG1	AKT1	REACH_ProtMapper	REACH_ProtMapper
NRG1	AKT1	Sparser_ProtMapper	Sparser_ProtMapper
PRL	AKT1	ProtMapper	ProtMapper
PRL	AKT1	REACH_ProtMapper	REACH_ProtMapper
S100A4	AKT1	ProtMapper	ProtMapper
S100A4	AKT1	REACH_ProtMapper	REACH_ProtMapper
EDN1	AKT1	ProtMapper	ProtMapper
EDN1	AKT1	REACH_ProtMapper	REACH_ProtMapper
EDN1	AKT1	Wang	Wang
FGF21	AKT1	ProtMapper	ProtMapper
FGF21	AKT1	RLIMS-P_ProtMapper	RLIMS-P_ProtMapper
IGF1	AKT1	ProtMapper	ProtMapper
IGF1	AKT1	Sparser_ProtMapper	Sparser_ProtMapper
IGF1	AKT1	Wang	Wang
VEGFC	AKT1	ProtMapper	ProtMapper
VEGFC	AKT1	Sparser_ProtMapper	Sparser_ProtMapper
CD55	AKT1	ProtMapper	ProtMapper
CD55	AKT1	Sparser_ProtMapper	Sparser_ProtMapper
LIF	AKT1	ProtMapper	ProtMapper
LIF	AKT1	Sparser_ProtMapper	Sparser_ProtMapper
FGF2	AKT1	ProtMapper	ProtMapper
FGF2	AKT1	Sparser_ProtMapper	Sparser_ProtMapper
FGF2	AKT1	Wang	Wang
WNT5A	RORA	ProtMapper	ProtMapper
WNT5A	RORA	Sparser_ProtMapper	Sparser_ProtMapper
CFH	RYR2	ProtMapper	ProtMapper
CFH	RYR2	Sparser_ProtMapper	Sparser_ProtMapper
AGT	RET	ProtMapper	ProtMapper
AGT	RET	Sparser_ProtMapper	Sparser_ProtMapper
TFRC	ESR1	ProtMapper	ProtMapper
TFRC	ESR1	REACH_ProtMapper	REACH_ProtMapper
EGF	ESR1	BEL-Large-Corpus_ProtMapper	BEL-Large-Corpus_ProtMapper
EGF	ESR1	ProtMapper	ProtMapper
EGF	ESR1	REACH_ProtMapper	REACH_ProtMapper
EGF	ESR1	RLIMS-P_ProtMapper	RLIMS-P_ProtMapper
EGF	ESR1	Sparser_ProtMapper	Sparser_ProtMapper
NAMPT	ESR1	ProtMapper	ProtMapper
NAMPT	ESR1	REACH_ProtMapper	REACH_ProtMapper
NAMPT	ESR1	Sparser_ProtMapper	Sparser_ProtMapper
RB1	ESR1	ProtMapper	ProtMapper
RB1	ESR1	REACH_ProtMapper	REACH_ProtMapper
PRL	ESR1	ProtMapper	ProtMapper
PRL	ESR1	REACH_ProtMapper	REACH_ProtMapper
PRL	ESR1	Sparser_ProtMapper	Sparser_ProtMapper
PRL	ESR1	Wang	Wang
IGF2	ESR1	ProtMapper	ProtMapper
IGF2	ESR1	REACH_ProtMapper	REACH_ProtMapper
FGF7	ESR1	ProtMapper	ProtMapper
FGF7	ESR1	REACH_ProtMapper	REACH_ProtMapper
FGF7	ESR1	Sparser_ProtMapper	Sparser_ProtMapper
FGF7	ESR1	Wang	Wang
S100A6	ESR1	ProtMapper	ProtMapper
S100A6	ESR1	REACH_ProtMapper	REACH_ProtMapper
FGFR2	ESR1	ProtMapper	ProtMapper
FGFR2	ESR1	REACH_ProtMapper	REACH_ProtMapper
IL6	ESR1	ProtMapper	ProtMapper
IL6	ESR1	REACH_ProtMapper	REACH_ProtMapper
IL6	ESR1	Sparser_ProtMapper	Sparser_ProtMapper
NRG1	ESR1	ProtMapper	ProtMapper
NRG1	ESR1	Sparser_ProtMapper	Sparser_ProtMapper
IL1B	ESR1	ProtMapper	ProtMapper
IL1B	ESR1	Sparser_ProtMapper	Sparser_ProtMapper
FLT4	CAV1	BEL-Large-Corpus_ProtMapper	BEL-Large-Corpus_ProtMapper
FLT4	CAV1	ProtMapper	ProtMapper
INS	CAV1	ProtMapper	ProtMapper
INS	CAV1	Sparser_ProtMapper	Sparser_ProtMapper
INS	CAV1	Wang	Wang
HGF	CAV1	ProtMapper	ProtMapper
HGF	CAV1	Sparser_ProtMapper	Sparser_ProtMapper
IGF1	CAV1	ProtMapper	ProtMapper
IGF1	CAV1	Sparser_ProtMapper	Sparser_ProtMapper
MST1	PRKCA	ProtMapper	ProtMapper
MST1	PRKCA	Sparser_ProtMapper	Sparser_ProtMapper
EGF	EZR	ProtMapper	ProtMapper
EGF	EZR	Sparser_ProtMapper	Sparser_ProtMapper
GDNF	CDH2	ProtMapper	ProtMapper
GDNF	CDH2	REACH_ProtMapper	REACH_ProtMapper
GDNF	CDH2	Sparser_ProtMapper	Sparser_ProtMapper
VEGFA	CDH5	ProtMapper	ProtMapper
VEGFA	CDH5	REACH_ProtMapper	REACH_ProtMapper
VEGFA	CDH5	Sparser_ProtMapper	Sparser_ProtMapper
VEGFA	CDH5	Wang	Wang
ICAM1	CDH5	ProtMapper	ProtMapper
ICAM1	CDH5	REACH_ProtMapper	REACH_ProtMapper
ICAM1	CDH5	Wang	Wang
F2	CDH5	ProtMapper	ProtMapper
F2	CDH5	Sparser_ProtMapper	Sparser_ProtMapper
BMP6	CDH5	ProtMapper	ProtMapper
BMP6	CDH5	REACH_ProtMapper	REACH_ProtMapper
KNG1	CDH5	ProtMapper	ProtMapper
KNG1	CDH5	REACH_ProtMapper	REACH_ProtMapper
ANGPT2	CDH5	ProtMapper	ProtMapper
ANGPT2	CDH5	REACH_ProtMapper	REACH_ProtMapper
ANGPT2	CDH5	Sparser_ProtMapper	Sparser_ProtMapper
BDNF	GRIN2A	ProtMapper	ProtMapper
BDNF	GRIN2A	Sparser_ProtMapper	Sparser_ProtMapper
IL1B	CDH5	ProtMapper	ProtMapper
IL1B	CDH5	Sparser_ProtMapper	Sparser_ProtMapper
IL1B	IFNAR1	ProtMapper	ProtMapper
IL1B	IFNAR1	REACH_ProtMapper	REACH_ProtMapper
FGF19	NR0B2	ProtMapper	ProtMapper
FGF19	NR0B2	REACH_ProtMapper	REACH_ProtMapper
FGF19	NR0B2	Sparser_ProtMapper	Sparser_ProtMapper
IGF1	AR	ProtMapper	ProtMapper
IGF1	AR	REACH_ProtMapper	REACH_ProtMapper
IGF1	AR	Sparser_ProtMapper	Sparser_ProtMapper
TNF	NR3C1	ProtMapper	ProtMapper
TNF	NR3C1	Sparser_ProtMapper	Sparser_ProtMapper
LCN2	NR3C1	ProtMapper	ProtMapper
LCN2	NR3C1	Sparser_ProtMapper	Sparser_ProtMapper
TNF	PPARG	ProtMapper	ProtMapper
TNF	PPARG	Sparser_ProtMapper	Sparser_ProtMapper
TNF	PPARG	Wang	Wang
IL12A	PPARG	ProtMapper	ProtMapper
IL12A	PPARG	Sparser_ProtMapper	Sparser_ProtMapper
TG	RYR2	ProtMapper	ProtMapper
TG	RYR2	REACH_ProtMapper	REACH_ProtMapper
TG	RYR2	Sparser_ProtMapper	Sparser_ProtMapper
FGFR2	PGR	ProtMapper	ProtMapper
FGFR2	PGR	Sparser_ProtMapper	Sparser_ProtMapper
FGFR2	PGR	Wang	Wang
FGF7	PGR	ProtMapper	ProtMapper
FGF7	PGR	Sparser_ProtMapper	Sparser_ProtMapper
EGF	PGR	ProtMapper	ProtMapper
EGF	PGR	REACH_ProtMapper	REACH_ProtMapper
EGF	PGR	Sparser_ProtMapper	Sparser_ProtMapper
EGFR	TLR3	PhosphoSite_ProtMapper	PhosphoSite_ProtMapper
EGFR	TLR3	PhosphoSite_noref	PhosphoSite_noref
EGFR	TLR3	ProtMapper	ProtMapper
EGFR	TLR3	REACH_ProtMapper	REACH_ProtMapper
EGFR	TLR3	Sparser_ProtMapper	Sparser_ProtMapper
TNF	SPHK1	ProtMapper	ProtMapper
TNF	SPHK1	REACH_ProtMapper	REACH_ProtMapper
TNF	SPHK1	Sparser_ProtMapper	Sparser_ProtMapper
TNF	SPHK1	Wang	Wang
WNT8A	LRP6	ProtMapper	ProtMapper
WNT8A	LRP6	REACH_ProtMapper	REACH_ProtMapper
WNT8A	LRP6	Sparser_ProtMapper	Sparser_ProtMapper
PTH	LRP6	ProtMapper	ProtMapper
PTH	LRP6	REACH_ProtMapper	REACH_ProtMapper
PTH	LRP6	Sparser_ProtMapper	Sparser_ProtMapper
FYN	SIGLEC10	MIMP	MIMP
FYN	SIGLEC10	PhosphoSite_MIMP	PhosphoSite_MIMP
FYN	SIGLEC10	PhosphoSite_ProtMapper	PhosphoSite_ProtMapper
FYN	SIGLEC10	ProtMapper	ProtMapper
FYN	SIGLEC10	Wang	Wang
FYN	SIGLEC10	phosphoELM_MIMP	phosphoELM_MIMP
KITLG	CXCR4	ProtMapper	ProtMapper
KITLG	CXCR4	Sparser_ProtMapper	Sparser_ProtMapper
KIT	CXCR4	ProtMapper	ProtMapper
KIT	CXCR4	Sparser_ProtMapper	Sparser_ProtMapper
NPFF	OPRM1	ProtMapper	ProtMapper
NPFF	OPRM1	REACH_ProtMapper	REACH_ProtMapper
EGFR	AR	CancerCellMap	CancerCellMap
EGFR	AR	HPRD	HPRD
EGFR	AR	NetPath	NetPath
EGFR	AR	PhosphoPoint	PhosphoPoint
EGFR	AR	ProtMapper	ProtMapper
EGFR	AR	REACH_ProtMapper	REACH_ProtMapper
EGFR	AR	Sparser_ProtMapper	Sparser_ProtMapper
IL1B	IL12RB2	NCI-PID_ProtMapper	NCI-PID_ProtMapper
IL1B	IL12RB2	ProtMapper	ProtMapper
IL1B	IL12RB2	Wang	Wang
EGF	AR	ProtMapper	ProtMapper
EGF	AR	REACH_ProtMapper	REACH_ProtMapper
EGF	AR	Sparser_ProtMapper	Sparser_ProtMapper
LPA	NTRK1	ProtMapper	ProtMapper
LPA	NTRK1	REACH_ProtMapper	REACH_ProtMapper
EGFR	INSR	BEL-Large-Corpus_ProtMapper	BEL-Large-Corpus_ProtMapper
EGFR	INSR	ProtMapper	ProtMapper
KDR	CAV1	HPRD	HPRD
KDR	CAV1	PhosphoPoint	PhosphoPoint
NRG1	AR	ProtMapper	ProtMapper
NRG1	AR	REACH_ProtMapper	REACH_ProtMapper
GAS6	AR	ProtMapper	ProtMapper
GAS6	AR	REACH_ProtMapper	REACH_ProtMapper
IL6	AR	ProtMapper	ProtMapper
IL6	AR	REACH_ProtMapper	REACH_ProtMapper
EPHA3	AR	ProtMapper	ProtMapper
EPHA3	AR	REACH_ProtMapper	REACH_ProtMapper
EPHA3	AR	Sparser_ProtMapper	Sparser_ProtMapper
PKM	AR	ProtMapper	ProtMapper
PKM	AR	REACH_ProtMapper	REACH_ProtMapper
PKM	AR	Sparser_ProtMapper	Sparser_ProtMapper
FYN	FCER1G	ProtMapper	ProtMapper
FYN	FCER1G	Reactome_ProtMapper	Reactome_ProtMapper
FYN	FCER1G	Wang	Wang
RAC1	CDH5	ProtMapper	ProtMapper
RAC1	CDH5	REACH_ProtMapper	REACH_ProtMapper
CXCL8	CDH5	ProtMapper	ProtMapper
CXCL8	CDH5	REACH_ProtMapper	REACH_ProtMapper
CXCL8	CDH5	Sparser_ProtMapper	Sparser_ProtMapper
FYN	CD3G	KEA	KEA
FYN	CD3G	NetworKIN_KEA	NetworKIN_KEA
FYN	CD3G	ProtMapper	ProtMapper
FYN	CD3G	Reactome_ProtMapper	Reactome_ProtMapper
FYN	CD3G	Wang	Wang
NLGN1	GRIN1	ProtMapper	ProtMapper
NLGN1	GRIN1	RLIMS-P_ProtMapper	RLIMS-P_ProtMapper
EGF	IL6ST	BEL-Large-Corpus_ProtMapper	BEL-Large-Corpus_ProtMapper
EGF	IL6ST	ProtMapper	ProtMapper
EGF	ITGA7	BEL-Large-Corpus_ProtMapper	BEL-Large-Corpus_ProtMapper
EGF	ITGA7	ProtMapper	ProtMapper
EGF	TAS2R19	BEL-Large-Corpus_ProtMapper	BEL-Large-Corpus_ProtMapper
EGF	TAS2R19	ProtMapper	ProtMapper
EGF	DGCR2	BEL-Large-Corpus_ProtMapper	BEL-Large-Corpus_ProtMapper
EGF	DGCR2	ProtMapper	ProtMapper
EGF	HSP90AB1	BEL-Large-Corpus_ProtMapper	BEL-Large-Corpus_ProtMapper
EGF	HSP90AB1	ProtMapper	ProtMapper
EGF	IGF2R	BEL-Large-Corpus_ProtMapper	BEL-Large-Corpus_ProtMapper
EGF	IGF2R	ProtMapper	ProtMapper
EGF	ITGB4	BEL-Large-Corpus_ProtMapper	BEL-Large-Corpus_ProtMapper
EGF	ITGB4	ProtMapper	ProtMapper
EGF	ITGB4	Wang	Wang
TNF	INSR	ProtMapper	ProtMapper
TNF	INSR	REACH_ProtMapper	REACH_ProtMapper
TNF	INSR	Wang	Wang
C1QL1	GRIA1	ProtMapper	ProtMapper
C1QL1	GRIA1	Sparser_ProtMapper	Sparser_ProtMapper
NTS	GRIA1	ProtMapper	ProtMapper
NTS	GRIA1	Sparser_ProtMapper	Sparser_ProtMapper
GCG	GRIA1	ProtMapper	ProtMapper
GCG	GRIA1	Sparser_ProtMapper	Sparser_ProtMapper
BDNF	GRIA1	ProtMapper	ProtMapper
BDNF	GRIA1	Sparser_ProtMapper	Sparser_ProtMapper
ANXA1	GRIN2A	ProtMapper	ProtMapper
ANXA1	GRIN2A	Sparser_ProtMapper	Sparser_ProtMapper
EGFR	AXL	Lit-BM-17	Lit-BM-17
EGFR	AXL	ProtMapper	ProtMapper
EGFR	AXL	RLIMS-P_ProtMapper	RLIMS-P_ProtMapper
EGFR	AXL	Sparser_ProtMapper	Sparser_ProtMapper
EGFR	AXL	iPTMnet	iPTMnet
BDNF	GRIN2B	ProtMapper	ProtMapper
BDNF	GRIN2B	RLIMS-P_ProtMapper	RLIMS-P_ProtMapper
BDNF	GRIN2B	Sparser_ProtMapper	Sparser_ProtMapper
IL1B	GRIN2B	ProtMapper	ProtMapper
IL1B	GRIN2B	Sparser_ProtMapper	Sparser_ProtMapper
EFNB2	GRIN2B	ProtMapper	ProtMapper
EFNB2	GRIN2B	Sparser_ProtMapper	Sparser_ProtMapper
TG	RIPK1	ProtMapper	ProtMapper
TG	RIPK1	REACH_ProtMapper	REACH_ProtMapper
LPA	IFNAR1	ProtMapper	ProtMapper
LPA	IFNAR1	REACH_ProtMapper	REACH_ProtMapper
TNF	TRPV1	ProtMapper	ProtMapper
TNF	TRPV1	REACH_ProtMapper	REACH_ProtMapper
NTS	PKD1	ProtMapper	ProtMapper
NTS	PKD1	REACH_ProtMapper	REACH_ProtMapper
INS	ANXA2	ProtMapper	ProtMapper
INS	ANXA2	Sparser_ProtMapper	Sparser_ProtMapper
APP	FCGR2B	ProtMapper	ProtMapper
APP	FCGR2B	Sparser_ProtMapper	Sparser_ProtMapper
EGF	OPRM1	ProtMapper	ProtMapper
EGF	OPRM1	REACH_ProtMapper	REACH_ProtMapper
ANXA1	LMTK2	ProtMapper	ProtMapper
ANXA1	LMTK2	REACH_ProtMapper	REACH_ProtMapper
LEP	PDIA3	ProtMapper	ProtMapper
LEP	PDIA3	REACH_ProtMapper	REACH_ProtMapper
FYN	DCC	PhosphoPoint	PhosphoPoint
FYN	DCC	ProtMapper	ProtMapper
FYN	DCC	REACH_ProtMapper	REACH_ProtMapper
FYN	DCC	Sparser_ProtMapper	Sparser_ProtMapper
FYN	DCC	Wang	Wang
FYN	DCC	iPTMnet	iPTMnet
EGF	NR4A1	ProtMapper	ProtMapper
EGF	NR4A1	REACH_ProtMapper	REACH_ProtMapper
INS	MYLK	ProtMapper	ProtMapper
INS	MYLK	REACH_ProtMapper	REACH_ProtMapper
TNFSF14	OPN4	ProtMapper	ProtMapper
TNFSF14	OPN4	REACH_ProtMapper	REACH_ProtMapper
TNFSF14	OPN4	Sparser_ProtMapper	Sparser_ProtMapper
IFNG	GRIA1	ProtMapper	ProtMapper
IFNG	GRIA1	RLIMS-P_ProtMapper	RLIMS-P_ProtMapper
LEP	PTPRA	ProtMapper	ProtMapper
LEP	PTPRA	Sparser_ProtMapper	Sparser_ProtMapper
CXCL12	ESR2	ProtMapper	ProtMapper
CXCL12	ESR2	RLIMS-P_ProtMapper	RLIMS-P_ProtMapper
FYN	F2R	ProtMapper	ProtMapper
FYN	F2R	Sparser_ProtMapper	Sparser_ProtMapper
IL1B	NR2C2	ProtMapper	ProtMapper
IL1B	NR2C2	Sparser_ProtMapper	Sparser_ProtMapper
EGFR	CD33	KEA	KEA
EGFR	CD33	NetworKIN_KEA	NetworKIN_KEA
EGFR	CD5	KEA	KEA
EGFR	CD5	NetworKIN_KEA	NetworKIN_KEA
EGFR	FCGR2A	KEA	KEA
EGFR	FCGR2A	NetworKIN_KEA	NetworKIN_KEA
EGFR	IFNAR2	KEA	KEA
EGFR	IFNAR2	NetworKIN_KEA	NetworKIN_KEA
EGFR	PTPRE	KEA	KEA
EGFR	PTPRE	NetworKIN_KEA	NetworKIN_KEA
FYN	AATK	KEA	KEA
FYN	AATK	Kinexus_KEA	Kinexus_KEA
FYN	AATK	iPTMnet	iPTMnet
FYN	MST1R	KEA	KEA
FYN	MST1R	NetworKIN_KEA	NetworKIN_KEA
FYN	PLD2	HPRD	HPRD
FYN	PLD2	KEA	KEA
FYN	PLD2	PhosphoPoint	PhosphoPoint
FYN	PLD2	Wang	Wang
FYN	PLD2	phosphoELM_KEA	phosphoELM_KEA
FYN	SDC3	HPRD	HPRD
FYN	SDC3	KEA	KEA
FYN	SDC3	NetworKIN_KEA	NetworKIN_KEA
FYN	SDC3	PhosphoPoint	PhosphoPoint
KIT	FLT3	KEA	KEA
KIT	FLT3	NetworKIN_KEA	NetworKIN_KEA
KIT	PDGFRB	HPRD_MIMP	HPRD_MIMP
KIT	PDGFRB	KEA	KEA
KIT	PDGFRB	MIMP	MIMP
KIT	PDGFRB	NetworKIN_KEA	NetworKIN_KEA
KIT	PDGFRB	PhosphoSite_MIMP	PhosphoSite_MIMP
KIT	PDGFRB	phosphoELM_MIMP	phosphoELM_MIMP
TP53	NR3C1	BioGRID	BioGRID
TP53	NR3C1	HPRD	HPRD
TP53	NR3C1	Wang	Wang
EGFR	MET	BioGRID	BioGRID
EGFR	MET	HPRD	HPRD
EGFR	MET	IntAct	IntAct
EGFR	MET	PhosphoPoint	PhosphoPoint
CALM1	RYR1	BioGRID	BioGRID
CALM1	RYR1	HPRD	HPRD
CALM1	RYR1	Wang	Wang
KDR	CDH5	BioGRID	BioGRID
KDR	CDH5	HPRD	HPRD
KDR	CDH5	PhosphoPoint	PhosphoPoint
MMP7	ITGB4	CancerCellMap	CancerCellMap
MMP7	ITGB4	Wang	Wang
KIT	PTPRU	CancerCellMap	CancerCellMap
KIT	PTPRU	HPRD	HPRD
KIT	PTPRU	NetPath	NetPath
KIT	PTPRU	PhosphoPoint	PhosphoPoint
KIT	PTPRU	Wang	Wang
KIT	CSF2RB	CancerCellMap	CancerCellMap
KIT	CSF2RB	HPRD	HPRD
KIT	CSF2RB	NetPath	NetPath
KIT	CSF2RB	PhosphoPoint	PhosphoPoint
KIT	CSF2RB	Wang	Wang
EGFR	RIPK1	CancerCellMap	CancerCellMap
EGFR	RIPK1	HPRD	HPRD
EGFR	RIPK1	NetPath	NetPath
EGFR	RIPK1	PhosphoPoint	PhosphoPoint
EGFR	RIPK1	Wang	Wang
HSP90AA1	RIPK1	ACSN	ACSN
HSP90AA1	RIPK1	CancerCellMap	CancerCellMap
HSP90AA1	RIPK1	HPRD	HPRD
HSP90AA1	RIPK1	NetPath	NetPath
HSP90AA1	RIPK1	Wang	Wang
HSP90AA1	AHR	DIP	DIP
HSP90AA1	AHR	HPRD	HPRD
HSP90AA1	AHR	Wang	Wang
CCL16	CXCR5	DIP	DIP
CCL16	CXCR5	Wang	Wang
CCL1	CCR1	DIP	DIP
CCL1	CCR1	Wang	Wang
CCL3	CXCR5	DIP	DIP
CCL3	CXCR5	Wang	Wang
CCL5	CXCR5	DIP	DIP
CCL5	CXCR5	Wang	Wang
CCL4	CXCR5	DIP	DIP
CCL4	CXCR5	Wang	Wang
FYN	CSF2RB	HPRD	HPRD
FYN	CSF2RB	InnateDB	InnateDB
FYN	CSF2RB	NetPath	NetPath
FYN	CSF2RB	PhosphoPoint	PhosphoPoint
FYN	CSF2RB	Wang	Wang
CFLAR	RIPK1	HPRD	HPRD
CFLAR	RIPK1	InnateDB	InnateDB
CFLAR	RIPK1	NetPath	NetPath
CFLAR	RIPK1	Wang	Wang
FYN	IL2RB	HPRD	HPRD
FYN	IL2RB	NetPath	NetPath
FYN	IL2RB	PhosphoPoint	PhosphoPoint
CALR	AR	HPRD	HPRD
CALR	AR	NetPath	NetPath
CALR	AR	Wang	Wang
HSP90B1	AR	NetPath	NetPath
HSP90B1	AR	Wang	Wang
LAMB2	ITGA6	NetPath	NetPath
LAMB2	ITGA6	Wang	Wang
LAMA3	ITGA6	NetPath	NetPath
LAMA3	ITGA6	Wang	Wang
EGFR	ITGA6	NetPath	NetPath
EGFR	ITGA6	Wang	Wang
CDH1	MET	InnateDB	InnateDB
CDH1	MET	Wang	Wang
HLA-G	KIR3DL1	InnateDB	InnateDB
HLA-G	KIR3DL1	Wang	Wang
CCL22	CCR7	InnateDB	InnateDB
CCL22	CCR7	Wang	Wang
CCL18	CCR3	InnateDB	InnateDB
CCL18	CCR3	Wang	Wang
RAET1G	KLRK1	HPRD	HPRD
RAET1G	KLRK1	IntAct	IntAct
RAET1G	KLRK1	Wang	Wang
TNFRSF14	TRAF5	HPRD	HPRD
TNFRSF14	TRAF5	IntAct	IntAct
TNFRSF14	TRAF5	KEGG-MEDICUS	KEGG-MEDICUS
TNFRSF14	TRAF5	Lit-BM-17	Lit-BM-17
HLA-F	KIR2DS4	IntAct	IntAct
HLA-F	KIR2DS4	Wang	Wang
HLA-C	KIR2DS1	HPRD	HPRD
HLA-C	KIR2DS1	IntAct	IntAct
HLA-C	KIR2DS1	Wang	Wang
HLA-C	KIR2DL2	HPRD	HPRD
HLA-C	KIR2DL2	Lit-BM-17	Lit-BM-17
HLA-C	KIR2DL2	Wang	Wang
KIT	PTPRO	HPRD	HPRD
KIT	PTPRO	PhosphoPoint	PhosphoPoint
KIT	PTPRO	Wang	Wang
HLA-DQA2	CD4	HPRD	HPRD
HLA-DQA2	CD4	Wang	Wang
ERBB3	IL6ST	HPRD	HPRD
ERBB3	IL6ST	PhosphoPoint	PhosphoPoint
TEK	TIE1	HPRD	HPRD
TEK	TIE1	PhosphoPoint	PhosphoPoint
FYN	MS4A1	HPRD	HPRD
FYN	MS4A1	PhosphoPoint	PhosphoPoint
FGFR4	CDH2	HPRD	HPRD
