	B cell_healthy	CTL_healthy	MC_healthy	MoD-Ma_healthy	moDC_healthy	NKT_healthy	NKT-p_healthy	nrMa_healthy	pDC_healthy	rMa_healthy	Treg_healthy
KIAA2022	0	0	0	0	0	0	0	0	0	0	0
ZDHHC15	0	0	0	0	0	0	0	0	0	0	0
NOX1	0	0	0	0	0	0	0	0	0	0	0
TCEAL2	0	0	0	0	0	0	0	0	0	0	0
NXF2B	0	0	0	0	0	0	0	0	0	0	0
RP4-769N13.7	0	0	0	0	0	0	0	0	0	0	0
LL0XNC01-237H1.2	0.055926848	0	0	0	0	0	0	0	0	0	0.049862877
RAB40AL	0	0	0	0	0	0	0.0254755	0	0	0	0
NXF3	0	0	0	0	0	0	0	0	0	0	0
RAB40A	0	0	0	0	0	0	0	0	0	0	0
RAB9B	0	0	0	0	0	0	0	0	0	0	0
RNF128	0	0	0	0	0	0	0	0	0	0	0
COL4A6	0	0	0	0	0	0	0.103526058	0	0	0	0
GUCY2F	0	0	0	0	0	0	0	0	0	0	0
ALG13-AS1	0	0	0	0	0	0	0	0	0	0	0
LHFPL1	0	0	0	0	0	0	0	0	0	0	0
RP11-761E20.1	0	0	0	0	0	0	0	0	0	0	0
CT83	0	0	0	0	0	0	0	0	0	0	0
RP11-85L21.4	0	0	0	0	0	0	0	0	0	0	0
DDX26B-AS1	0	0	0	0	0	0	0	0	0	0	0
AF011889.2	0	0	0	0	0	0	0	0	0	0	0
GABRA3	0	0	0	0	0	0	0	0	0	0	0
PNMA6C	0	0	0	0	0	0	0	0	0	0	0
PLXNB3	0	0	0	0	0	0	0	0	0	0	0
RP11-218L14.4	0	0	0	0	0	0	0	0	0	0	0
CSMD1	0	0	0	0	0	0	0.375812695	0	0	0	0
CTD-2541M15.1	0	0	0	0	0	0	0	0	0	0	0
DEFA4	0	0	0	0	0	0	0	0	0	0	0
FAM66B	0	0	0	0	0	0	0	0	0	0	0
FAM85B	0	0	0	0	0	0	0	0	0	0	0
CTA-398F10.1	0	0	0	0	0	0	0	0	0	0	0
RP11-1E4.1	0	0	0	0	0	0	0.0254755	0	0	0	0
RP11-981G7.6	0	0	0	0	0	0	0	0	0	0	0
FAM66D	0	0.055691691	0	0	0	0	0	0	0	0	0
LINC00965	0.064156027	0	0	0	0	0	0	0	0	0	0
RP11-419I17.1	0	0	0	0	0	0	0	0	0	0	0
C8orf48	0	0	0	0	0	0	0	0	0	0	0
FGF17	0	0	0	0	0	0	0	0	0	0	0
RP11-203E8.1	0	0	0	0	0	0	0	0	0	0	0
SCARA3	0	0	0	0	0	0	0.194711851	0	0	0	0
RP11-380I10.4	0	0	0	0	0	0	0	0	0	0	0
RP11-662B19.2	0	0	0	0	0	0	0	0	0	0	0
CTD-2647L4.5	0	0	0	0	0	0	0	0	0	0	0
RP11-486M23.1	0	0	0	0	0	0	0	0	0	0	0
RP11-419C23.1	0	0	0	0	0	0	0	0	0	0	0
RP11-150O12.3	0	0	0	0	0	0	0	0	0	0	0
RP11-863K10.7	0	0	0	0	0	0	0	0	0	0	0
RP11-513D5.5	0	0	0	0	0	0	0	0	0	0	0
C8orf86	0	0	0	0	0	0	0	0	0	0	0
RP11-44K6.3	0	0	0	0	0	0	0	0	0	0	0
RP11-360L9.4	0	0	0	0	0	0	0	0	0	0	0
ANK1	0	0	0	0	0	0	0.248120487	0	0	0	0.227842333
RP11-503E24.3	0	0	0	0	0	0	0	0	0	0	0
RP11-567J20.3	0	0	0	0	0	0	0	0	0	0	0
RP11-546K22.3	0.064156027	0	0	0	0	0	0	0	0	0	0
RP11-1023P17.2	0	0	0	0	0	0	0	0	0	0	0
RP11-53M11.3	0	0	0	0	0	0	0	0	0	0	0
RP11-705O24.1	0	0	0	0	0	0	0	0	0	0	0
TTPA	0	0	0	0	0	0	0	0	0	0	0
RP11-579E24.1	0	0	0	0	0	0	0	0	0	0	0
CTD-3025N20.3	0	0	0	0	0	0	0	0	0	0	0
CTD-2532N20.1	0	0	0	0	0	0	0	0	0	0	0
TRIM55	0	0	0	0	0	0	0	0	0	0	0
C8orf46	0	0	0	0	0	0	0	0	0	0	0
TCF24	0	0	0	0	0	0	0	0	0	0	0
RP11-7F18.2	0	0.063419584	0	0	0	0	0	0	0	0	0
PREX2	0	0	0	0	0	0	0	0	0	0	0
RP11-664D7.4	0	0	0	0	0	0	0	0	0	0	0
SULF1	0	0	0	0	0	0	0.043499632	0	0	0	0
XKR9	0	0	0	0	0	0	0	0	0	0	0
RP1-16A9.1	0	0	0	0	0	0	0	0	0	0	0
PI15	0	0	0	0	0	0	0	0	0	0	0
CASC9	0	0	0	0	0	0	0	0	0	0	0
RP11-594N15.2	0	0	0	0	0	0	0	0	0	0	0
RP11-27N21.3	0	0	0	0	0	0	0	0	0	0	0
RP11-26J3.1	0	0	0	0	0	0	0	0	0	0	0
RP11-92K15.3	0	0	0	0	0	0	0	0	0	0	0
RP11-92K15.1	0	0	0	0	0	0	0	0	0	0	0.068271036
RP11-219B4.3	0	0	0	0	0	0	0	0	0	0	0
CA3	0	0	0	0	0	0	0	0	0	0	0
RP11-317J10.2	0	0	0	0	0	0	0	0	0	0	0
REXO1L1P	0	0	0	0	0	0	0	0	0	0	0
AF121898.3	0	0	0	0	0	0	0	0	0	0	0
LINC01030	0	0	0	0	0	0	0	0	0	0	0
SLC26A7	0	0	0	0	0	0	0	0	0	0	0
RUNX1T1	0	0	0	0	0	0	0	0	0	0	0
AC117834.1	0	0	0	0	0	0	0	0	0	0	0
LINC00535	0	0	0	0	0	0	0	0	0	0	0
RP11-10N23.4	0	0	0	0	0	0	0	0	0	0	0
RP11-10N23.5	0	0	0	0	0	0	0	0	0	0	0
CDH17	0.393732069	0	0	0	0	0	0	0	0	0.487644441	0
MIR3150A	0	0	0	0	0	0	0	0	0	0	0
RP11-320N21.2	0	0	0	0	0	0	0	0	0	0	0
RP11-90D11.1	0	0	0	0	0	0	0	0	0	0	0
RP11-44N12.2	0	0	0	0	0	0	0	0	0	0	0
RP11-402L5.1	0	0	0	0	0	0	0	0	0	0	0
KB-1930G5.4	0	0	0	0	0	0	0	0	0	0	0
KB-1107E3.1	0	0	0	0	0	0	0	0	0	0	0
KB-431C1.5	0	0	0	0	0	0	0	0	0	0	0
KB-1980E6.3	0	0	0	0	0	0	0	0	0	0	0
ODF1	0	0	0	0	0	0	0	0	0	0	0
RP11-1C8.5	0	0	0	0	0	0	0	0	0	0	0
ANGPT1	0	0	0	0	0	0	0	1.367061534	0	0	0
PKHD1L1	0.093307083	0	0	0	0	0	0	0	0	0	0
RP11-713M15.1	0	0	0	0	0	0	0	0	0	0	0
RP11-44N11.2	0	0	0	0	0	0	0	0	0	0	0
RP11-557C18.4	0	0	0	0	0	0	0	0	0	0	0
ANXA13	0	0	0	0	0	0	0	0	0	0	0
RP11-37N22.1	0	0	0	0	0	0	0	0	0	0	0
RP11-383J24.1	0	0	0	0	0	0	0	0	0	0	0
RP11-532M24.1	0	0	0	0	0	0	0	0	0	0	0
CCAT1	0	0	0	0	0	0	0	0	0	0	0
POU5F1B	0	0	0	0	0	0	0	0	0	0	0
CCDC26	0	0	0	0	0	0	0	0	0	0	0
RP11-431D12.1	0	0	0	0	0	0	0	0	0	0	0
RP11-30J20.1	0	0	0	0	0	0	0	0	0	0	0
RP11-489O18.1	0	0	0	0	0	0	0	0	0	0	0
7SK.1	0.049972016	0	0	0	0	0	0	0	0	0	0
FAM203A	0	0	0	0	0	0	0	0	0	0	0.076578474
GS1-393G12.14	0	0	0	0	0	0	0	0	0	0	0
FOXH1	0	0	0	0	0	0	0	0	0	0	0
RP11-165F24.3	0	0	0	0	0	0	0	0	0	0	0
DMRT1	0	0	0	0	0	0	0.009325983	0	0	0	0
DMRT3	0	0	0	0	0	0	0.806289055	0	0	0	0
RP11-264I13.2	0	0	0	0	0	0	0	0	0	0	0
AL365202.1	0	0	0	0	0	0	0	0	0	0	0
RP11-509J21.2	0	0	0	0	0	0	0	0	0	0	0
RP11-509J21.4	0	0	0	0	0	0	0	0	0	0	0
RP11-207C16.4	0	0	0	0	0	0	0	0	0	0	0
TYRP1	0	0	0	0	0	0	0	0	0	0	0
RP11-120J1.1	0	0	0	0	0	0	0	0	0	0	0
RP11-408A13.3	0	0	0	0	0	0	0	0	0	0	0
FREM1	0	0	0	0	0	0	0	0	0	0	0
FAM154A	0	0	0	0	0	0	0	0	0	0	0
RP11-18A15.1	0	0	0	0	0	0	0	0	0	0	0
LRRC19	0	0	0	0	0	0	0	0	0	0	0
LINC00032	0	0	0	0	0	0	0	0	0	0	0
CYP4F26P	0	0	0.506790999	0	0	0	0	0	0	0	0
RP11-133O22.6	0	0	0	0	0	0	0	0	0	0	0
RP11-296L22.8	0	0	0	0	0	0	0	0	0	0	0
C9orf131	0	0	0	0	0	0	0	0	0	0	0
CA9	0	0	0	0	0	0	0	0	0	0	0
MSMP	0	0	0	0	0	0	0	0	0	0	0
HRCT1	0	0	0	0	0	0	0	0	0	0	0
RP11-347J14.7	0	0	0	0	0	0	0	0	0	0	0
RP11-95H8.5	0	0	0	0	0	0	0	0	0	0	0
AL353791.1	0	0	0	0	0	0	0	0	0	0	0
FAM74A3	0	0	0	0	0	0	0	0	0	0	0
RP11-374M1.3	0	0	0	0	0	0	0	0	0	0	0
RP11-292F9.1	0	0	0	0	0	0	0	0	0	0	0
FAM27D1	0	0	0	0	0	0	0	0	0	0	0
RP11-111F5.3	0	0	0	0	0	0	0	0	0	0	0
AL953854.2	0	0	0	0	0	0	0	0	0	0	0
FAM74A4	0	0	0	0	0	0	0	0	0	0	0
RP11-764K9.1	0	0	0	0	0	0	0	0	0	0	0
RP11-87H9.3	0	0	0	0	0	0	0	0	0	0	0
BX255923.1	0	0	0	0	0	0	0	0	0	0	0
CR769776.1	0	0	0	0	0	0	0	0	0	0	0
RP11-561O23.8	0	0	0	0	0	0	0	0	0	0	0
FAM189A2	0	0	0	0	0	0	0	0	0	0	0
MAMDC2	0	0	0	0	0	0	0	0	0	0	0
RP11-63P12.7	0	0	0	0	0	0	0	0	0	0	0
RP11-151D14.1	0	0	0	0	0	0	0	0	0	0	0
RP11-466A17.1	0	0	0	0	0	0	0	0	0	0	0
RP11-403N16.3	0	0	0	0	0	0	0	0	0	0	0
RP11-394O9.1	0	0	0	0	0	0	0	0	0	0	0
RP11-439K3.1	0	0	0	0	0	0	0	0	0	0	0
RP11-439K3.3	0	0	0	0	0	0	0	0	0	0	0
RP11-575L7.4	0	0	0	0	0	0	0	0	0	0	0
RP11-213G2.2	0	0	0	0	0	0	0	0	0	0	0
RP11-276H19.1	0	0	0	0	0	0	0	0	0	0	0
RP11-276H19.2	0	0	0	0	0	0	0	0	0	0	0
SHC3	0	0	0	0	0	0	0	0	0	0	0
RP11-305L7.3	0	0.116270173	0	0	0	0	0	0	0	0	0.087427872
LINC00484	0	0	0	0	0	0	0	0.044893378	0	0	0.051797369
ASPN	0	0	0	0	0	0	0	0	0	0	0
NUTM2F	0	0	0	0	0	0	0	0	0	0	0
RP11-435O5.5	0	0	0	0	0	0	0	0	0	0	0
HSD17B3	0	0	0	0	0	0	0.235200038	0	0	0	0
NUTM2G	0	0	0	0	0	0	0	0	0	0	0
RP11-554F20.1	0	0	0	0	0	0	0	0	0	0	0
LPPR1	0	0	0	0	0	0	0	0	0	0	0
ALDOB	0	0	0	0	0	0	0	0	0	0	0
RP11-82L2.1	0	0	0	0	0	0	0	0	0	0	0
RP11-217B7.2	0	0	0	0	0	0	0	0	0	0	0
TAL2	0	0	0	0	0	0	0	0	0	0	0
RP11-505C13.1	0	0	0	0	0	0	0	0	0	0	0
SVEP1	0	0	0	0	0	0	0	0	0	0	0
ZFP37	0	0	0	0	0	0	0	0	0	0	0
C9orf43	0.084268716	0	0	0	0	0	0	0	0	0	0
PAPPA-AS1	0	0	0	0	0	0	0	0	0	0	0.046142488
RP11-281A20.2	0	0	0	0	0	0	0	0	0	0	0
RP11-477J21.6	0	0	0	0	0	0	0	0	0	0	0
RP11-498E2.7	0.046653541	0	0	0	0	0	0	0	0	0	0
CRB2	0	0	0	0	0	0	0	0	0	0	0
LHX2	0	0	0	0	0	0	0	0	0	0	0
RP11-175D17.3	0	0	0	0	0	0	0	0	0	0	0
RP11-65N13.8	0	0	0	0	0	0	0	0	0	0	0
RP11-423C15.3	0	0	0	0	0	0	0	0	0	0	0
RP11-379C10.1	0	0	0	0	0	0	0	0	0	0	0
RP11-339B21.14	0	0	0	0	0	0	0	0	0	0	0.046142488
RP11-247A12.7	0	0	0	0	0	0	0	0	0	0	0
C9orf50	0	0	0	0	0	0	0	0	0	0	0
RP11-334J6.6	0	0	0	0	0	0	0	0.154675452	0	0	0
C9orf96	0	0	0.623285964	0	0	0	0	0	0	0	0
RP11-98L5.2	0	0	0	0	0	0	0	0	0	0	0
RP11-83N9.5	0	0	0	0	0	0	0	0	0	0	0
C9orf163	0	0	0	0	0	0	0	0	0	0	0
LCN15	0	0	0	0	0	0	0	0	0	0	0
CCDC183-AS1	0	0.164149705	0	0	0	0	0	0	0	0	0
LCNL1	0	0	0	0	0	0	0	0	0	0	0
ENTPD8	0	0.075392039	0	0	0	0	0	0	0	0	0
PRR26	0	0	0	0	0	0	0	0	0	0	0
RP11-118K6.3	0	0	0	0	0	0	0	0	0	0	0
RP11-414H17.5	0	0	0	0	0	0	0	0	0	0	0
UCMA	0	0	0	0	0	0	0	0	0	0	0
ACBD7	0	0	0	0	0	0	0	0	0	0	0
RP11-406H21.2	0	0	0	0	0	0	0	0	0	0	0.082385896
RP11-354E11.2	0	0	3.889545092	0	0	0	0	0	0	0	0
SKIDA1	0	0	0	0	0	0	0	0	0	0	0
RP11-573G6.10	0	0	0	0	0	0	0	0	0	0	0
C10orf115	0	0	0	0	0	0	0	0	0	0	0
RP11-371A19.2	0	0	0	0	0	0	0	0	0	0	0
LINC00202-1	0	0	0	0	0	0	0	0	0	0	0
RP11-472N13.3	0	0	0	0	0	0	0	0	0	0	0
ANKRD30A	0	0	0	0	0	0	0	0	0	0	0
RP11-508N22.12	0	0	0	0	0	0	0	0	0	0	0
LINC00999	0	0	0	0	0	0	0	0	0	0	0
RP11-402L1.4	0	0	0	0	0	0	0	0	0	0	0
CXCL12	0	0	0	0	0	0	0	0	0	0	0
GPRIN2	0	0	0	0	0	0	0	0	0	0	0
ZNF488	0	0	0	0	0	0	0	0	0	0	0
PTPN20B	0	0	0	0	0	0	0	0	0	0	0
RP11-523O18.5	0	0	0	0	0	0	0	0	0	0	0
OGDHL	0	0	0	0	0	0	0	0	0	0	0
AGAP7	0	0	0	0	0	0	0	0	0	0.251004016	0
RP11-556E13.1	0	0	0	0	0	0	0	0	0	0	0
PHYHIPL	0	0	0	0	0	0	0	0	0	0	0
FAM13C	0	0	0	0	0	0	0.043499632	0	0	0	0
RP11-388P9.2	0	0	0	0	0	0	0	0	0	0	0
RHOBTB1	0	0	0	0	0	0	0	0	0	0	0
RP11-222A11.1	0	0	0	0	0	0	0	0	0	0	0
ATOH7	0	0	0	0	0	0	0	0	0	0	0
TACR2	0	0	0	0	0	0	0	0	0	0	0
RP11-343J3.2	0	0	0	0	0	0	0	0	0	0	0
C10orf105	0	0	0	0	0	0	0	0	0	0	0.098624193
MAT1A	0	0	0	0	0	0	0	0	0	0	0
LDB3	0	0	0	0	0	0	0	0	0	0	0
RP11-80H5.7	0	0	0	0	0	0	0.009325983	0	0	0	0
RP11-402D21.2	0	0.068756876	0	0	0	0	0	0	0	0	0
LGI1	0	0	0	0	0	0	0.635162602	0	0	0	0
RP11-76P2.4	0	0	0	0	0	0	0	0	0	0	0
CYP2C8	0	0	0	0	0	0	0	0	0	0	0
C10orf129	0.125081303	0	0	0	0	0	0	0	0	0	0
RP11-248J23.7	0	0	0	0	0	0	0	0	0	0	0
C10orf131	0.18821758	0	0	0	0	0	0	0	0	0	0
RP11-248J23.6	0	0.213553531	0	0	0	0	0	0	0	0	0
CC2D2B	0	0	0	0	0	0	0	0	0	0	0
ARHGAP19-SLIT1	0	0	0	0	0	0	0	0	0	0	0
RP11-452K12.4	0	0	0	0	0	0	0	0	0	0	0
CNNM1	0	0	0	0	0	0	0	0	0	0	0
PKD2L1	0	0	0	0	0	0	0	0	0	0	0
RP11-108L7.15	0	0	0	0	0	0	0.233623026	0	0	0	0
KAZALD1	0	0	0	0	0	0	0	0	0	0	0
ELOVL3	0	0	0	0	0	0	0	0	0	0	0
RP11-724N1.1	0	0	0	0	0	0	0	0	0	0	0
RPEL1	0	0	0	0	0	0	0	0	0	0	0
RP11-225H22.7	0.091642229	0	0	0	0	0	0	0	0	0	0
RP11-225H22.4	0	0	0	0	0	0	0	0	0	0	0
CALHM1	0	0	0	0	0	0	0	0	0	0	0
SORCS1	0	0	0	0	0	0	0	0	0	0	0
RP11-324O2.6	0	0	0	0	0	0	0	0	0	0	0
HSPA12A	0	0	0	0	0	0	0	0	0	0	0
SLC18A2	0	0	13.22873796	0	0	0	0	0	0	0	0
CUZD1	0	0.090481361	0	0	0	0	0	0	0	0	0
RP11-12J10.3	0	0	0	0	0	0	0	0	0	0	0.081516201
RP11-298J20.3	0	0	0	0	0	0	0	0	0	0	0.045861041
RP11-109A6.3	0	0	0	0	0	0	0	0	0	0	0
TCERG1L	0	0	0	0	0	0	0	0	0	0	0
JAKMIP3	0	0	0	0	0	0	0	0	0	0	0
RP11-122K13.12	0	0.10451505	0	0	0	0	0	0	0	0	0
PRAP1	0	0	0	0	0	0	0	0	0	0	0
CEND1	0	0	0	0	0	0	0	0	0	0	0
RP13-726E6.1	0	0	0	0	0	0	0	0	0	0	0
HBG2	0	0	0	0	0	0	0	0	0	0	0
AC015691.13	0	0	0	0	0	0	0	0	0	0	0
TRIM34	0	0	0	0	0	0	0	0	0	0	0
OR52N4	0	0	0	0	0	0	0	0	0	0	0
CNGA4	0	0	0	0	0	0	0	0	0	0	0
RP11-732A19.9	0	0	0	0	0	0	0	0	0	0	0
NLRP14	0	0	0	0	0	0	0	0	0	0	0
CTD-2516F10.2	0	0	0.206338726	0	0	0	0	0	0	0	0
OLFML1	0	0	0	0	0	0	0.0254755	0	0	0	0
CTD-2516F10.4	0	0	0	0	0	0	0	0	0	0	0
TUB	0	0	0	0	0	0	0	0	0	0	0
SCUBE2	0	0	0	0	0	0	0.0254755	0	0	0	0
LYVE1	0	0	0	0	0	0	0	0	0	0	0
RP11-685M7.3	0	0	0	0	0	0	0	0	0	0	0
RP11-179A10.1	0	0	0	0	0	0	0	0	0	0	0
RP11-567I13.1	0	0	0	0	0	0	0	0	0	0	0
CALCB	0	0	0	0	0	0	0	0	0	0	0
KCNJ11	0	0	0	0	0	0	0	0	0	0	0
OTOG	0	0	0	0	0	0	0	0	0	0	0
RP11-113D6.10	0	0	0	0	0	0	0	0	0	0	0
LDHC	0	0	0	0	0	0	0	0	0	0	0
CSRP3	0	0	0	0	0	0	0	0	0	0	0
RP11-428C19.4	0	0	0	0	0	0	0	0	0	0	0
RP11-428C19.5	0	0	0	0	0	0	0	0	0	0	0
GAS2	0	0	0	0	0	0	0	0	0	0	0
SLC5A12	0	0	0	0	0	0	0	0	0	0	0
BBOX1	0	0	0	0	0	0	0.043499632	0	0	0	0
RP11-159H22.2	0	0	0	0	0	0	0	0	0	0	0
BDNF	0	0	0	0	0	0	0.0254755	0	0	0	0
RP11-22P4.1	0	0	0	0	0	0	0	0	0	0	0
Z83001.1	0	0	0	0	0	0	0	0	0	0	0
PAMR1	0	0	0	0	0	0	0	0	0	0	0
LINC00610	0	0.077639752	0	0	0	0	0	0	0	0	0
SYT13	0	0	0	0	0	0	0	0	0	0	0
RP11-618K13.2	0	0	0	0	0	0	0	0	0	0	0
LRP4-AS1	0	0	0	0	0	0	0	0.020820191	0	0	0
C1QTNF4	0	0	0	0	0	0	0.085760351	0	0	0	0
FOLH1	0	0	0	0	0	0	0	0	0	0	0
RP11-872D17.4	0	0	0	0	0	0	0	0	0	0	0
BTBD18	0	0	0	0	0	0	0	0	0	0	0
RP11-655C2.3	0	0	0	0	0	0	0	0	0	0	0
OR5B21	0	0	0	0	0	0	0	0	0	0	0
RP11-142C4.6	0	0	0	0	0	0	0	0	0	0	0
RP11-1036E20.9	0	0	0	0	0	0	0.0254755	0	0	0	0
MS4A2	0	0	1.66899563	0	0	0	0	0	0	0	0
RP11-794G24.1	0	0	0	0	0	0	0	0	0	0	0
CTD-2531D15.4	0	0	0.206338726	0	0	0	0	0	0	0	0
RP11-864I4.4	0	0	0	0	0	0	0	0.042434735	0	0	0
RCOR2	0	0	0	0	0	0	0.009325983	0	0	0	0
AP003774.4	0	0	0	0	0	0	0	0	0	0	0
MIR194-2	0.076049097	0	0	0	0	0	0	0	0	0	0
AP003068.9	0	0	0	0	0	0	0	0	0	0	0
CCDC87	0	0	0	0	0	0	0	0	0	0	0
CABP4	0.027963424	0.04525706	0.224537453	0	0	0	0	0	0	0	0
CTC-1337H24.1	0.091642229	0	0	0	0	0	0	0	0	0	0
CTC-1337H24.2	0	0	0	0	0	0	0	0	0	0	0
C11orf72	0	0	0	0	0	0	0	0	0	0	0
RP5-901A4.1	0	0	0	0	0	0	0	0	0	0	0
CTD-2655K5.1	0	0	0	0	0	0	0	0	0	0	0
CTD-2007L18.5	0	0	0	0	0	0	0	0	0	0	0
RP11-554A11.7	0	0	0	0	0	0	0	0	0	0	0
RP11-805J14.5	0	0	0	0	0	0	0	0	0	0	0
SHANK2-AS1	0	0	0	0	0	0	0	0	1.397428731	0	0
SHANK2-AS3	0	0	0	0	0	0	0	0	0	0	0
KRTAP5-9	0	0	0	0	0	0	0	0	0	0	0
RP11-167J8.3	0	0	0	0	0	0	0	0	0	0	0
RP11-807H22.7	0	0	0	0	0	0	0	0	0	0	0
RP11-800A3.3	0	0	0	0	0	0	0	0	0	0	0
RP11-707G14.1	0	0	0	0	0	0	0	0	0	0	0
RP11-707G14.7	0	0	0	0	0	0	0	0	0	0	0
RP11-167N4.2	0	0	0	0	0	0	0	0	0	0	0
RP11-702H23.4	0	0	0	0	0	0	0	0	0	0	0
MOGAT2	0	0	0	0	0	0	0	0	0	0	0
RP11-535A19.1	0	0	0	0	0	0	0	0	0	0	0
GDPD4	0	0	0	0	0	0	0	0	0	0	0
RP11-91P24.7	0	0	0	0	0	0	0	0	0	0	0
RP11-91P24.6	0.1118193	0	0	0	0	0	0	0	0	0	0
THRSP	0	0	0	0	0	0	0	0	0	0	0
TENM4	0	0	0	0	0	0	0	0	0	0	0
CTD-2005H7.1	0	0	0	0	0	0	0	0	0	0	0
FZD4	0	0	0	0	0	0	0	0	0	0	0
RP11-736K20.6	0	0	0	0	0	0	0	0	0	0	0
GRM5-AS1	0	0	0	0	0	0	0	0	0	0	0
TYR	0	0	0	0	0	0	0	0	0	0	0
NOX4	0	0	0	0	0	0	0	0	0	0	0
FAT3	0	0	0	0	0	0	0.009325983	0	0	0	0
VSTM5	0	0	0	0	0	0	0.340408149	0	0	0	0
GPR83	0	0	0	0	0	0	0	0	0	0	0
RP11-685N10.1	0	0	0	0	0	0	0	0	0	0	0
CNTN5	0	0	0	0	0	0	0	0	0	0	0
ANGPTL5	0	0	0	0	0	0	0	0	0	0	0
MMP13	0	0	0	0	0	0	0	0	0	0	0
RP11-677I18.3	0	0	0	0	0	0	0	0	0	0	0
RP11-89C3.4	0	0	0	0	0	0	0	0	0	0	0
C11orf53	0	0	0	0	0	0	0.276533378	0	0	0	0
HSPB2	0	0	0	0	0	0	0	0	0	0	0
TEX12	0	0	0	0	0	0	0	0	0	0	0.088237889
ANKK1	0	0	0	0	0	0	0	0	0	0	0
DRD2	0	0	0	0	0	0	0	0	0	0	0
CLDN25	0	0	0	0	0	0	0.0254755	0	0	0	0
NNMT	0	0	0	0	0	0	0	0	0	0	0
AP006216.11	0	0	0	0	0	0	0	0	0	0	0.065500753
AP000936.4	0	0	0	0	0	0	0	0	0	0	0
AP002954.3	0	0	0	0	0	0	0	0	0	0	0
RP11-158I9.5	0	0	0	0	0	0	0	0	0	0	0
RP11-334E6.3	0	0	0	0	0	0	0	0	0	0	0
THY1	0	0	0	0	0	0	0	0	0	0	0
RP11-680F20.6	0	0	0	0	0	0	0	0	0	0	0
RP11-50B3.4	0	0	0	0	0	0	0	0	0	0	0
CTD-2234N14.2	0	0	0	0	0	0	0	0	0	0	0
KCNJ1	0	0	0	0	0	0	0	0	0	0	0
C11orf45	0	0	0	0	0	0	0	0	0	0	0
ADAMTS8	0	0	0	0	0	0	0	0	0	0	0
SLC6A13	0	0	0	0	0	0	0	0	0	0	0
RP11-359B12.2	0	0	0	0	0	0	0	0	0	0	0
RP11-885B4.2	0	0	0	0	0	0	0	0	0	0	0
FGF23	0	0	0	0	0	0	0	0	0	0	0
GALNT8	0	0	0	0	0	0	0	0	0	0	0
RP11-1038A11.3	0	0	0	0	0	0	0	0	0	0	0
RP11-319E16.2	0	0	0	0	0	0	0	0	0	0	0
RP11-1038A11.1	0	0	0	0	0	0	0	0	0	0	0
RP5-940J5.3	0	0	0	0	0	0	0	0	0	0	0
RP4-761J14.10	0	0	0	0	0	0	0	0	0	0	0.163452109
U47924.31	0.07838342	0.044859142	0	0	0	0	0	0	0	0	0.087427872
FAM90A1	0	0	0	0	0	0	0	0	0	0	0
RP11-90D4.3	0	0	0	0	0	0	0	0	0	0	0
MFAP5	0	0	0	0	0	0	0	0	0	0	0
RP11-705C15.4	0	0	0	0	0	0	0	0	0	0	0
RP11-75L1.1	0	0	0	0	0	0	0	0	0	0	0
CLEC9A	0	0	0	0	0	0	0	0	0	0.058315839	0
TAS2R13	0	0	0	0	0	0	0	0	0	0	0
TAS2R50	0	0	0	0	0	0	0	0	0	0	0
TAS2R20	0	0.075392039	0	0	0	0	0	0	0	0	0
AC018630.1	0	0	0	0	0	0	0	0	0	0	0
TAS2R46	0	0	0	0	0	0	0	0	0	0	0.098624193
RP11-377D9.3	0	0	0	0	0	0	0	0	0	0	0
ART4	0	0	0	0	0	0	0	0	0	0	0
RERG	0	0	0	0	0	0	1.153014273	0	0	0	0
LMO3	0	0	0	0	0	0	0	0	0	0	0
RP11-69C13.1	0	0	0	0	0	0	0	0	0	0	0
PIK3C2G	0	0	0	0	0	0	0	0	0	0	0
C12orf39	0	0	0	0	0	0	0	0	0	0	0
ABCC9	0	0	0	0	0	0	0	0	0	0	0.14314343
RP11-73M14.1	0	0	0	0	0	0	0	0	0	0	0
RP11-359J14.2	0.064156027	0	0	0	0	0	0	0	0	0	0
RP11-153K16.1	0	0	0	0	0	0	0	0	0	0	0
RP11-778H2.1	0	0	0	0	0	0	0	0	0	0	0
C12orf77	0.049972016	0	0	0	0	0	0	0	0	0	0
RP11-713N11.5	0	0	0	0	0	0	0	0	0	0	0
RP11-283G6.3	0	0	0	0	0	0	0	0	0	0	0
RP11-513G19.1	0	0	0	0	0	0	0	0	0	0	0
RP11-666F17.1	0	0	0	0	0	0	0	0	0	0	0
RP11-421F16.3	0	0	0	0	0	0	0	0	0	0	0
RP11-946L16.1	0	0	0	0	0	0	0	0	0	0	0
RP11-996F15.2	0.076049097	0	0	0	0	0	0.0254755	0	0	0	0
TSPAN11	0	0	0	0	0	0	0	0	0	0	0
DDX11-AS1	0	0	0	0	0	0	0	0	0	0	0
PRICKLE1	0	0	0.224537453	0	0	0	0	0	0	0	0
RP11-493L12.3	0	0	0	0	0	0	0	0	0	0	0
RP11-493L12.5	0	0	0	0	0	0	0	0	0	0	0
RP1-90J4.1	0	0	0	0	0	0	0	0	0	0	0
C12orf68	0	0	0	0	0	0	0	0	0	0	0
AC024257.1	0	0	0	0	0	0	0	0	0	0	0
RP11-161H23.5	0	0	0	0	0	0	0	0	0	0	0
DNAJC22	0	0	0	0	0	0	0.445891113	0	0	0	0
