p_val	avg_logFC	pct.1	pct.2	p_val_adj
PCLO	1.5861484052464e-15	-0.403057623224867	0.569	0.585	4.2705459662854e-11
SETX	1.69212011573169e-15	-0.365347036471773	0.712	0.673	4.555864199596e-11
ZNF326	1.81481565833069e-15	-0.355198581083122	0.859	0.801	4.88620967848954e-11
ERBB2	1.95110547088694e-15	-0.297433474454211	0.862	0.79	5.25315636981599e-11
RPS11	1.99174793615723e-15	-0.523849740158083	0.92	0.955	5.36258214330974e-11
ZMYM2	2.24755196213343e-15	-0.262576544273805	0.734	0.699	6.05130890284804e-11
GOLGA4	2.30777322037657e-15	-0.266068593218787	0.93	0.879	6.21344861854188e-11
CREBBP	2.60882230850359e-15	-0.288028867062384	0.657	0.637	7.02399318341506e-11
IER2	2.67975173942531e-15	-0.701280331216096	0.795	0.756	7.2149635832287e-11
SCGB3A1	3.01751685098797e-15	-2.69657555028409	0.248	0.352	8.1243623696e-11
PRDM2	3.8483205948169e-15	-0.305246365703722	0.6	0.599	1.0361218369485e-10
SMC5	5.45654919677295e-15	-0.311914696860749	0.761	0.737	1.46912130573915e-10
DHX9	6.2057141575585e-15	-0.289499462659707	0.753	0.718	1.67082647978105e-10
HSPA4L	7.22638691990729e-15	-0.336816878816239	0.243	0.325	1.94563241431584e-10
ITGA2	8.35805732370434e-15	-0.527849463252398	0.612	0.592	2.25032335383416e-10
RBM33	8.87270550368912e-15	-0.25290976678964	0.617	0.611	2.38888722981326e-10
PPP2R3A	9.41193278267974e-15	-0.268782388832535	0.341	0.415	2.53406878240869e-10
SULT1E1	9.44532847693473e-15	-0.314710804032442	0.151	0.242	2.54306023912991e-10
AKR1C1	9.97437461518126e-15	0.476580854864013	0.853	0.721	2.6855006213914e-10
ARHGAP21	1.01979474832025e-14	-0.334323447750822	0.673	0.639	2.74569538037743e-10
PRKDC	1.24241137024121e-14	-0.294275760417509	0.809	0.761	3.34506837323745e-10
ACAP2	1.29879645324154e-14	-0.327472537264652	0.851	0.775	3.49687957070752e-10
CES1	1.33058785817168e-14	-0.75827892480758	0.22	0.314	3.58247474934143e-10
MDM4	1.45922544071642e-14	-0.309941782739475	0.802	0.745	3.92881857658489e-10
ARID4B	1.65141372870615e-14	-0.254972496235398	0.849	0.783	4.44626632316844e-10
LTB4R	1.73659264350483e-14	-0.275667006385036	0.163	0.252	4.67560203337239e-10
RERE	2.03957982228283e-14	-0.275870019364086	0.805	0.761	5.49136471351429e-10
MAP3K2	2.04715092084285e-14	-0.273946670863206	0.803	0.762	5.5117491392773e-10
SP3	2.23824332481922e-14	-0.338128191520662	0.767	0.718	6.02624632774327e-10
CHD6	2.46707662277487e-14	-0.282308197377524	0.748	0.71	6.64235709915907e-10
MT3	3.08654000226462e-14	-0.348612567091854	0.125	0.21	8.31020030209726e-10
ZNF644	3.11543420027958e-14	-0.287971849763812	0.747	0.687	8.38799504083274e-10
NCL	3.23274589323808e-14	-0.313913502658471	0.919	0.928	8.70384504295422e-10
CHL1	3.38579974359288e-14	-0.310266209835964	0.85	0.77	9.11592722964947e-10
PVRL1	3.43358766584971e-14	-0.52881961433715	0.477	0.487	9.24459143153375e-10
SIX1	3.61665510661472e-14	-0.293694762557311	0.792	0.723	9.73748220904946e-10
KLHL24	5.08589328996131e-14	-0.325162233330029	0.727	0.68	1.36932590938918e-09
FAM84A	5.28963514138251e-14	-0.446438846437619	0.526	0.538	1.42418136546583e-09
MATR3	6.2185498162543e-14	-0.274949569584854	0.887	0.851	1.67428235252831e-09
GATAD1	7.23132802317395e-14	-0.277638366671339	0.683	0.641	1.94696275695935e-09
ZC3H13	7.29434300288404e-14	-0.322668743679098	0.756	0.703	1.9639289100965e-09
RPL23	7.92565700297725e-14	-0.501227425801786	0.946	0.959	2.1339038914816e-09
SNRNP70	8.25183387854796e-14	-0.275726676694058	0.865	0.801	2.22172375346025e-09
HNRNPU-AS1	9.03879292485922e-14	-0.267001150714974	0.343	0.411	2.4336046070891e-09
ID2	9.21988697789004e-14	-0.280631382856474	0.338	0.418	2.48236236992711e-09
NCOA4	1.01411695675926e-13	-0.319133287076166	0.872	0.82	2.73040849437863e-09
ARL4D	1.01978654873405e-13	-0.467570444924664	0.393	0.449	2.74567330381157e-09
USP34	1.05970676725535e-13	-0.289853182712343	0.846	0.785	2.8531545001583e-09
CDH1	1.13774503539076e-13	-0.269322130947335	0.883	0.834	3.06326473328607e-09
SIK1	1.21829103722208e-13	-0.253089132489554	0.322	0.401	3.28012678861673e-09
RICTOR	1.60673618497751e-13	-0.285380636144947	0.661	0.639	4.32597650443345e-09
RBM5	1.71636835450715e-13	-0.289881531671256	0.74	0.672	4.62115015767504e-09
PUM2	2.06884828585997e-13	-0.260814641786645	0.685	0.635	5.57016712484937e-09
CEBPD	2.39098820894595e-13	-0.367727441562998	0.896	0.865	6.43749665376608e-09
ELL2	2.67402120182677e-13	-0.274333474002733	0.806	0.737	7.19953468379839e-09
PNRC1	3.01938798695943e-13	-0.32308300836205	0.798	0.775	8.12940021608956e-09
ANKRD17	3.49648257947931e-13	-0.267086544469841	0.755	0.703	9.4139296969901e-09
CDK13	3.8626415434966e-13	-0.266350049208044	0.63	0.624	1.03997760917102e-08
RCOR3	4.20212220330941e-13	-0.259929072853082	0.545	0.548	1.13137938201902e-08
KIAA2026	4.20322827292978e-13	-0.302078754841538	0.669	0.628	1.13167718020362e-08
CSNK1E	4.25418963414032e-13	-0.265278450834711	0.772	0.708	1.14539801709594e-08
MPZL2	4.26742861033224e-13	-0.34335606650504	0.881	0.813	1.14896247904585e-08
ZFP36	4.32946183214159e-13	-0.52304794599469	0.679	0.655	1.1656643036858e-08
ARHGAP23	4.80673243416989e-13	-0.353017450160474	0.479	0.487	1.2941646405759e-08
PPP1R12A	5.64731505048857e-13	-0.293872620288451	0.745	0.682	1.52048310419354e-08
DNAJB14	6.12382188706513e-13	-0.30326439503235	0.744	0.686	1.64877780487342e-08
IKBKB	6.47608670538233e-13	-0.273574110092386	0.559	0.559	1.74362158455714e-08
SMEK1	8.85957470932091e-13	-0.290242114990247	0.785	0.715	2.38535189473756e-08
PTPRG	1.11457490257054e-12	-0.251147615677823	0.201	0.287	3.00088146768092e-08
RPS20	1.17091767939345e-12	-0.443116356572823	0.938	0.954	3.15257875999892e-08
CX3CL1	1.21973037431689e-12	-0.32480081647814	0.395	0.448	3.28400205981079e-08
ARRDC3	1.38814397447581e-12	-0.348280743930438	0.662	0.624	3.73743883687866e-08
LIMA1	1.63162186974318e-12	-0.281395986526709	0.932	0.901	4.39297872209654e-08
RP11-304L19.5	1.65541231965277e-12	-0.293171701352346	0.284	0.346	4.45703212943313e-08
UBTF	1.77429796114286e-12	-0.277212195106633	0.632	0.599	4.77711983058104e-08
OTX1	1.82427358291986e-12	-0.273339152623456	0.749	0.717	4.91167419465344e-08
SEMA5A	1.88865261980181e-12	-0.519593508098809	0.289	0.346	5.08500831355439e-08
ATXN1	1.90264111787401e-12	-0.260700178396261	0.248	0.32	5.12267094576398e-08
PRRC2B	1.95066670368631e-12	-0.280929886385014	0.744	0.697	5.25197503300502e-08
SMC3	2.05051779074605e-12	-0.317078000974753	0.718	0.658	5.52081409980465e-08
TCF4	2.14092529909358e-12	-0.45577018250947	0.553	0.541	5.76422727527957e-08
INADL	2.9426691851038e-12	-0.273148022162441	0.734	0.694	7.92284251397348e-08
H6PD	2.9985199050137e-12	-0.266987319238409	0.766	0.718	8.07321499225888e-08
MAP3K1	3.16834802894907e-12	-0.276255199239636	0.505	0.518	8.53046023314247e-08
WSB1	3.43078969746526e-12	-0.274441755632334	0.846	0.789	9.23705818145546e-08
EIF4B	3.50768503777993e-12	-0.288125821539718	0.844	0.779	9.44409119571868e-08
NF1	3.67942177898447e-12	-0.291673761068749	0.708	0.656	9.90647519773779e-08
PLEKHH1	3.83859583695981e-12	-0.260236329273864	0.599	0.611	1.03350354314306e-07
KRT24	3.97237086107423e-12	0.465163378202397	0.147	0.052	1.06952113063563e-07
SUSD4	4.00883583319296e-12	-0.260917845734175	0.219	0.293	1.07933895972887e-07
POLR2A	4.20668946036913e-12	-0.342762437537932	0.767	0.701	1.13260907030978e-07
SATB1	4.32685250548771e-12	-0.281713466089521	0.533	0.538	1.16496176857751e-07
SRSF2	5.74377871868234e-12	-0.266297457783008	0.847	0.782	1.54645498221803e-07
EHF	5.85214406291842e-12	-0.26208321309211	0.889	0.821	1.57563126750015e-07
BCL2L11	6.05390549841456e-12	-0.262166735253456	0.458	0.493	1.62995351639314e-07
RAPH1	6.21153305408444e-12	-0.292613972237936	0.568	0.58	1.67239315948169e-07
MSI2	6.33529351019508e-12	-0.252630207939096	0.866	0.796	1.70571442468492e-07
HUWE1	6.88198223137378e-12	-0.258133412491177	0.764	0.707	1.85290489597508e-07
MTSS1	6.99389219129886e-12	-0.340144925033459	0.255	0.318	1.8830355335853e-07
WDR26	7.87894714978108e-12	-0.285699663209696	0.67	0.627	2.12132773060706e-07
RHOBTB3	9.08233737389965e-12	-0.267486679188204	0.679	0.654	2.44532851454874e-07
AKAP9	9.40309843483815e-12	-0.273267942157809	0.93	0.88	2.53169022259582e-07
SENP6	9.45001676064284e-12	-0.275093500677967	0.721	0.67	2.54432251263548e-07
KRT13	1.17709762466069e-11	-0.773244063087343	0.141	0.223	3.16921764463645e-07
KAT6A	1.49389835512491e-11	-0.254809012014961	0.584	0.563	4.0221719313383e-07
B3GALT5	1.53660691083931e-11	-0.333828841451891	0.487	0.518	4.13716044674376e-07
HMGB1	1.62773355414091e-11	-0.343693629344716	0.97	0.983	4.38250982116899e-07
PRKX	1.71520493240103e-11	-0.284760128884357	0.288	0.348	4.61801775999652e-07
UBR5	1.8972454633216e-11	-0.279900547516863	0.735	0.69	5.10814368544708e-07
RUFY3	2.15101593202614e-11	-0.253072612835046	0.567	0.563	5.79139529538718e-07
BDP1	2.42799173920894e-11	-0.266623560545449	0.726	0.687	6.53712495864614e-07
PCP4L1	3.04961126980732e-11	-0.408521988915453	0.25	0.317	8.21077338282923e-07
PHC3	3.12339374285956e-11	-0.296788399537678	0.602	0.587	8.40942531327508e-07
REV1	3.19791078023599e-11	-0.289090604656566	0.585	0.566	8.61005498470738e-07
SLK	3.6377494754884e-11	-0.262790689388754	0.903	0.854	9.79427668780496e-07
NFE2L1	3.80449443405942e-11	-0.281678637059724	0.716	0.663	1.02432208142616e-06
HNRNPA1	3.89640661335486e-11	-0.345818847852039	0.917	0.897	1.04906851657966e-06
MMP14	4.09877392031e-11	-0.315441892042751	0.646	0.627	1.10355389030426e-06
ARHGAP24	4.27653417038316e-11	-0.333811734818872	0.431	0.458	1.15141406003396e-06
NFKBIA	4.3709846718276e-11	0.30977487233951	0.71	0.569	1.17684391304286e-06
NFIA	4.48284876065625e-11	-0.292252876632926	0.829	0.762	1.20696220031909e-06
UTRN	5.30257214540643e-11	-0.280919860866213	0.595	0.577	1.42766452442923e-06
WNK1	6.11427238131629e-11	-0.260491945176198	0.748	0.685	1.6462066959456e-06
PER3	6.15729505575829e-11	-0.363555149263107	0.55	0.549	1.65779012081236e-06
SHISA5	6.26932727723495e-11	-0.461992116913265	0.744	0.666	1.68795367612274e-06
PALLD	6.49148284619566e-11	-0.371820333363561	0.731	0.665	1.74776684150972e-06
MIS18BP1	7.45535876920589e-11	-0.269460475502777	0.679	0.648	2.00728079502099e-06
DMTF1	8.35805183984457e-11	-0.273958579788778	0.356	0.401	2.25032187735975e-06
TRIM24	9.32559657006378e-11	-0.31904375354658	0.58	0.545	2.51082362052397e-06
S100A8	1.06369585171327e-10	0.550105796666687	0.222	0.358	2.86389471115281e-06
RHOB	1.09666062355273e-10	-0.549488137590034	0.487	0.479	2.95264906285338e-06
SMARCA2	1.27325307262702e-10	-0.306778275687739	0.777	0.714	3.42810657274098e-06
TIA1	1.64867109875406e-10	-0.25376302697249	0.689	0.651	4.43888206628544e-06
OXR1	1.82024808608966e-10	-0.276085916197152	0.744	0.679	4.90083594698779e-06
RPL7	1.90905933311811e-10	-0.571500147084	0.941	0.938	5.13995134848719e-06
VPS13A	2.09873808051407e-10	-0.302104433480834	0.719	0.682	5.65064240797607e-06
PIK3IP1	2.26230376498464e-10	-0.277665366999579	0.715	0.677	6.09102665684465e-06
CCAR1	2.40795852665559e-10	-0.27991829455398	0.799	0.744	6.4831875371675e-06
CHD7	2.4212821863534e-10	-0.258179113310007	0.457	0.482	6.51906015853789e-06
RORA	2.60731223301739e-10	-0.313080645141233	0.607	0.582	7.01992745617603e-06
RBM26	2.8333037176066e-10	-0.255906177180264	0.667	0.615	7.628386929284e-06
SERPINB4	2.88369452388425e-10	-1.13366042117555	0.426	0.455	7.76405913610596e-06
EIF3L	3.28244008576804e-10	-0.383789820353423	0.77	0.683	8.83764168692186e-06
RGS12	3.90200484067135e-10	-0.311230609546217	0.514	0.496	1.05057578330236e-05
ATP2B4	4.19425123586534e-10	-0.45177523619218	0.471	0.462	1.12926020274438e-05
CMYA5	4.56303877378242e-10	-0.416006303425459	0.532	0.534	1.22855255945318e-05
JPX	5.04759474584682e-10	-0.251227245030547	0.568	0.539	1.3590144093718e-05
POLR2B	5.05558887285119e-10	-0.258876966149623	0.751	0.693	1.36116674812646e-05
TAF15	8.68243960607655e-10	-0.271337370248134	0.723	0.663	2.33766003954005e-05
SERINC3	8.98867517247346e-10	-0.260435979641906	0.831	0.766	2.42011090343676e-05
MT1X	9.76429544648815e-10	-1.50084012274588	0.668	0.614	2.62893890601247e-05
FAM214A	1.08633264207618e-09	-0.283881414222896	0.783	0.697	2.92484200552592e-05
PRKAR1A	1.2104739091633e-09	-0.252845175507392	0.859	0.783	3.25907995303128e-05
CLU	1.36008135520946e-09	-0.598284443379451	0.895	0.749	3.66188304076594e-05
KAT6B	1.42624385979747e-09	-0.332086286258297	0.645	0.603	3.84001896811872e-05
IRF6	1.57777845251463e-09	-0.341466681791795	0.509	0.492	4.2480107055504e-05
TOB1	1.67841086158109e-09	-0.28720170513752	0.869	0.758	4.51895340372093e-05
ANKLE2	1.77447624772324e-09	-0.264637396954994	0.714	0.656	4.77759984937006e-05
PCF11	1.80488649613522e-09	-0.274504702438399	0.508	0.5	4.85947640219447e-05
DUSP1	1.95473333788824e-09	-0.505925699800689	0.582	0.596	5.2629240389303e-05
RSF1	2.07296681040062e-09	-0.272657116156591	0.821	0.742	5.58125584032263e-05
DCAF5	2.15248619708549e-09	-0.260587560557194	0.58	0.548	5.79535383703297e-05
CYP4X1	2.28275007723825e-09	-0.254465586947312	0.513	0.515	6.14607630795625e-05
SNCG	2.35796260319367e-09	0.357456501192492	0.376	0.258	6.34857851283863e-05
PIP	2.56219821216933e-09	-0.44060995690523	0.387	0.221	6.89846246644471e-05
HNRNPH3	2.67508263328133e-09	-0.283933838554569	0.765	0.682	7.20239248184665e-05
TET2	3.05525744034506e-09	-0.300699657847632	0.841	0.789	8.22597513238505e-05
ROCK1	3.0615180049285e-09	-0.262412576876727	0.731	0.663	8.24283107646949e-05
HCG18	3.5124714445319e-09	-0.258210272263203	0.52	0.518	9.4569781172577e-05
FAM129A	4.42262270668101e-09	-0.28205313112444	0.775	0.724	0.00011907469375468
CHD3	4.87526058853154e-09	-0.250507134262964	0.825	0.746	0.000131261516085623
SMAD5	4.91854889231651e-09	-0.262906011829814	0.737	0.672	0.00013242701037673
RPS2	5.90951750129157e-09	-0.687806202937385	0.912	0.972	0.000159107849204774
GEN1	5.96957672408604e-09	-0.261791992239511	0.235	0.296	0.000160724883719293
TANC2	6.19735599570743e-09	-0.30006358804147	0.608	0.586	0.000166857612828427
NBPF1	6.42607412938905e-09	-0.253659211634186	0.526	0.51	0.000173015619859671
ARID5B	7.47820463195838e-09	-0.302409983519373	0.741	0.706	0.000201343181510847
SERINC1	7.70055399840441e-09	-0.289790777125856	0.786	0.706	0.00020732971585304
LAMA5	7.76104582696556e-09	-0.31205850716208	0.626	0.568	0.000208958397845221
HIPK3	8.95241455185205e-09	-0.261810855800464	0.571	0.545	0.000241034809394065
ENO1	1.01580865707012e-08	-0.283537444905557	0.897	0.87	0.000273496322829559
RTN4	1.03177548765574e-08	-0.266251068892274	0.907	0.859	0.000277795232296432
MYOF	1.22869163539593e-08	-0.275837866475801	0.908	0.876	0.000330812935914001
EIF1AX	1.28912409132743e-08	-0.320132296192342	0.833	0.735	0.000347083770348996
AGO3	1.47888313864521e-08	-0.257397230846196	0.544	0.53	0.000398174496248837
ADAM28	1.50239241702655e-08	-0.376139125203966	0.871	0.801	0.000404504134360228
PCDH20	1.53715735714025e-08	-0.269564359102491	0.24	0.3	0.00041386424683644
STX6	1.75297952661864e-08	-0.300547024881714	0.403	0.414	0.000471972207746803
SLITRK6	1.94867396570781e-08	-0.373442731309412	0.441	0.449	0.000524660978527169
SORL1	2.18166581389577e-08	-0.276745219347507	0.826	0.752	0.000587391703733298
ABI2	3.07103801041701e-08	-0.281303969609289	0.623	0.572	0.000826846273924677
DUOX1	5.4482999039777e-08	-0.306240705035189	0.573	0.528	0.00146690026614696
PLXNB1	5.54439435074789e-08	-0.262675940631928	0.484	0.472	0.00149277273499536
AHSA2	6.67120115869922e-08	-0.259159357883375	0.547	0.53	0.00179615419996818
GOLGA8A	8.17581804781646e-08	-0.308295597798022	0.695	0.651	0.0022012572511941
ENAH	9.30533381335036e-08	-0.260727078123827	0.744	0.676	0.00250536807590645
DDIT4	9.39287304620905e-08	-0.427420648935109	0.723	0.692	0.00252893713896132
TMTC3	1.1050226072017e-07	-0.284089157297283	0.632	0.58	0.00297516286762985
PVRL4	1.17506642874525e-07	-0.250349911056885	0.81	0.741	0.00316374885275372
ARAP2	1.23495471146075e-07	-0.25784130431244	0.68	0.621	0.00332499206513692
KDM6A	1.33056493716749e-07	-0.251343137414401	0.432	0.442	0.00358241303682976
ETS2	2.21639007822754e-07	-0.270456499609072	0.721	0.648	0.00596740864661982
FOXC1	2.4782503070232e-07	-0.323650490050644	0.433	0.439	0.00667244112662928
BAG3	2.81482353874818e-07	-0.307580520267704	0.55	0.501	0.00757863089572561
SMC1A	3.12095271111409e-07	-0.271097386457919	0.638	0.583	0.00840285307940357
ABCA13	3.73584489013285e-07	-0.380616593924952	0.925	0.842	0.0100583887821937
RCBTB1	3.84979949698694e-07	-0.279770173403765	0.363	0.386	0.0103652001656877
SUPT16H	5.29595574370107e-07	-0.268214718087436	0.755	0.658	0.0142588312443408
GPC1	6.987225470006e-07	-0.283992417409177	0.594	0.545	0.0188124058554442
NTS	7.58873113276633e-07	0.315381900387031	0.589	0.49	0.0204318997018601
BPIFA1	8.4126390723559e-07	-0.396483938075296	0.401	0.48	0.022650189438411
UBN2	8.52633083531154e-07	-0.261524407258721	0.548	0.514	0.0229562931409928
PLTP	1.0668869602859e-06	-0.278712272940327	0.225	0.268	0.0287248645187375
ALDH7A1	1.222661861568e-06	-0.377226055261969	0.399	0.392	0.0329189479608569
SH3PXD2A	1.28166422207518e-06	-0.262088769695495	0.692	0.625	0.0345075275151522
DNAJB1	1.35388975587797e-06	-0.43510929561532	0.751	0.631	0.0364521277872584
RNF168	1.36483527209818e-06	-0.254514043330035	0.44	0.432	0.0367468248659715
S100A10	1.38075463432586e-06	0.428352365618683	0.806	0.769	0.0371754377745894
SMARCC1	2.31239453934481e-06	-0.255125379130742	0.768	0.701	0.0622589105773195
TMPRSS11D	2.7228616010321e-06	-0.323850930292953	0.45	0.434	0.0733103257461882
EEF2	2.80746134511382e-06	-0.330270038273111	0.938	0.896	0.0755880892558444
LAMB2	2.82694986897441e-06	-0.299546358741331	0.381	0.397	0.0761127982722671
PRNP	3.02612636907666e-06	-0.348693488538887	0.498	0.466	0.0814754263610201
HMGB2	3.3116691841515e-06	-0.340209970993828	0.382	0.386	0.089163381114095
SESTD1	4.66803980994283e-06	-0.276524874990645	0.685	0.613	0.125682303842901
S100A9	5.06185951742525e-06	0.479036762189717	0.589	0.799	0.136285505647157
PPL	6.3637555579741e-06	-0.277955065232795	0.793	0.721	0.171337754642895
MYO6	8.47639318471834e-06	-0.272340564753158	0.88	0.803	0.228218410105357
SNCA	1.16162664190403e-05	-0.307775095444405	0.256	0.287	0.312756357066241
DENND2C	1.2748320880527e-05	-0.255539137086047	0.583	0.537	0.343235791387308
STON2	1.29574247209324e-05	-0.268113828504151	0.322	0.344	0.348865703186385
MGLL	1.42822111588957e-05	-0.342555564681133	0.408	0.4	0.384534253242109
LARS	1.82794462573026e-05	-0.256399345470468	0.756	0.665	0.492155811031615
EFNA1	1.91202738694728e-05	-0.260306266190734	0.533	0.501	0.514794253661685
G3BP1	2.00250153883963e-05	-0.269856882920785	0.815	0.72	0.539153514317181
TPM4	2.23310147523475e-05	-0.400860350839108	0.909	0.848	0.601240241192205
CASK	2.56107117275747e-05	-0.251704691705681	0.528	0.489	0.68954280255322
SCGB1A1	2.89085548267907e-05	-1.37413543183295	0.367	0.269	0.778333930156513
GIGYF2	3.50093371504837e-05	-0.263622172876672	0.684	0.601	0.942591393439622
GPNMB	4.69241662974269e-05	-0.362794199792444	0.381	0.376	1
KRT15	5.66577923722312e-05	-0.52801052233649	0.471	0.434	1
LTBP4	6.52751367658311e-05	-0.257479821563464	0.493	0.454	1
EEA1	9.84454815910932e-05	-0.258828956443658	0.75	0.656	1
RPS6	0.000106555211975253	-0.509084571899011	0.954	0.975	1
VPS36	0.000124042801462675	-0.309366676067689	0.728	0.625	1
SERPINB3	0.000124724775079469	-0.56929613334162	0.823	0.775	1
FLOT2	0.000125544517471106	-0.294968857707393	0.474	0.434	1
AKR1C2	0.000127263256766957	0.323140013608732	0.93	0.852	1
BAZ1B	0.00012900056253957	-0.308196802994098	0.668	0.586	1
RPL3	0.000136902766272462	-0.645247169289877	0.95	0.965	1
EPB41L4A-AS1	0.000205948935136584	-0.291689737206701	0.58	0.503	1
SEPT7	0.000229233757707145	-0.266009113238322	0.879	0.824	1
FAM213A	0.000248119341825244	-0.362429099132152	0.666	0.568	1
IGFBP4	0.000263635952327243	-0.28268946101473	0.426	0.413	1
IL20RB	0.000397034896939162	-0.250681954520985	0.362	0.355	1
KPNB1	0.000416748508659603	-0.261583097583036	0.852	0.765	1
SLC26A4	0.000431340572110063	-0.468792513555201	0.46	0.323	1
RPS18	0.000453794645135938	-0.616737323163618	0.966	0.985	1
SLC6A8	0.000454612106057483	-0.418476101238872	0.447	0.414	1
KCNQ1OT1	0.000756282509354494	-0.295888546640567	0.575	0.546	1
LSG1	0.00150524027463818	-0.256449027456783	0.574	0.504	1
SERPINF1	0.00155500531983703	-0.378867943579215	0.462	0.42	1
PPP1R15A	0.0017275515052998	-0.464126235935855	0.455	0.425	1
GABRE	0.00221244004533399	-0.270067096009069	0.473	0.446	1
RPL5	0.00241510870584061	-0.42411466323803	0.952	0.952	1
GNB2L1	0.00276272431731751	-0.390838014209826	0.946	0.948	1
MSMB	0.00342742168191016	0.832182264351151	0.623	0.708	1
FOSB	0.00501055857516466	-0.530444687161213	0.345	0.345	1
RPLP1	0.00550823856237137	-0.447103093160155	0.967	0.992	1
C6orf48	0.00718541670959302	-0.305909898373183	0.43	0.376	1
CPEB4	0.00797976968004855	-0.26105579397474	0.8	0.683	1
CES2	0.00824918780714874	-0.264148239158661	0.491	0.424	1
RPS3A	0.0134637774796488	-0.523088566285638	0.928	0.963	1
APPL1	0.0155801307406504	-0.250353318379452	0.687	0.577	1
STATH	0.0197488893065283	-1.90052871687076	0.219	0.23	1
RPL15	0.0438729356072144	-0.305963079748056	0.944	0.972	1
ANKRD36	0.0572942065580306	-0.297997417483433	0.749	0.613	1
SFN	0.0631268211851788	-0.354435769738413	0.787	0.646	1
RPL29	0.0659895667528305	-0.338200474329049	0.933	0.969	1
DAPL1	0.0755986066633441	-0.384671654801157	0.676	0.538	1
RPS5	0.0762898481121019	-0.375353973933045	0.878	0.894	1
RPL27A	0.0950976535061068	-0.280321372218797	0.952	0.973	1
RPL10A	0.181362498380439	-0.453647462119513	0.931	0.939	1
RPL13	0.195567830991583	-0.401901337916613	0.955	0.987	1
FTL	0.202287493004928	0.44559066608478	0.724	0.963	1
RPL6	0.20978853558445	-0.327982037121682	0.951	0.973	1
MIR24-2	0.210659335967281	-0.256378992395312	0.233	0.227	1
ARL4A	0.213399261192708	-0.300172243996959	0.773	0.637	1
NACA	0.215645326222532	-0.270277173168858	0.943	0.965	1
CLEC2B	0.274884806010303	-0.258087867910756	0.724	0.617	1
HLA-DQA1	0.558512118284057	-0.269376713411013	0.284	0.266	1
RPL11	0.581707536726846	-0.311415429436575	0.946	0.98	1
RPL12	0.743403606262074	-0.365243820414461	0.94	0.958	1
RPL7A	0.782918288687046	-0.37745728876519	0.945	0.962	1
RPS14	0.961497348712846	-0.300862129166254	0.951	0.982	1
ST8SIA4	0.97368517126279	-0.353414752058245	0.559	0.445	1
CNKSR3	0.978421238204162	-0.261904898007407	0.573	0.469	1
